URL,Fully equipped kitchen,Garden Area,Surface of the land,Number of facades,Locality,Terrace,Swimming pool,Subtype of property,Living Area,Open fire,Type of property,Furnished,Price,State of the building,Garden,Terrace Area,Surface area of the plot of land,Number of rooms
https://www.immoweb.be/en/classified/apartment/for-sale/opglabbeek/3660/20211072,,,,,3660 Opglabbeek,,,Apartment,,,Apartment,,325000,Good,,48,,3
https://www.immoweb.be/en/classified/apartment/for-sale/willebroek/2830/11418797,,,,,2830 Willebroek,,,Apartment,,,Apartment,,329000,Good,,38,,2
https://www.immoweb.be/en/classified/apartment/for-sale/arlon/6700/11422209,Installed,,,2,6700 ARLON,,,Apartment,,,Apartment,,330000,Good,,7,,3
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20048919,Installed,,,2,1050 Ixelles,,,Apartment,,,Apartment,No,355000,To renovate,,10,,3
https://www.immoweb.be/en/classified/penthouse/for-sale/schaerbeek/1030/10924141,Hyper equipped,,,2,1030 Schaerbeek,,,Penthouse,,,Penthouse,No,395000,Good,,6,,2
https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20122008,,,,2,9800 Deinze,,,Apartment,,,Apartment,No,395000,Good,,45,,3
https://www.immoweb.be/en/classified/apartment/for-sale/dilbeek/1700/11298439,,,,3,1700 Dilbeek,,,Apartment,,,Apartment,No,399000,As new,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20209495,Installed,,,3,1050 Ixelles,,,Apartment,,,Apartment,No,410000,Good,,5,,3
https://www.immoweb.be/en/classified/apartment/for-sale/deerlijk/8540/20149421,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20038356,Hyper equipped,,,2,1000 Brussel,,,Apartment,,,Apartment,No,450000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/deerlijk/8540/20149420,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/11291743,,,,,8400 Oostende,,,Apartment,,,Apartment,No,499000,Good,,18,,3
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/11432229,Installed,,,2,1180 UCCLE,,,Apartment,,,Apartment,,540000,Good,,15,,3
https://www.immoweb.be/en/classified/penthouse/for-sale/aalst/9300/20030268,Installed,,,2,9300 Aalst,,,Penthouse,,,Penthouse,,549000,Good,,15,,4
https://www.immoweb.be/en/classified/apartment/for-sale/heist-aan-zee/8301/20146132,Installed,,,2,8301 Heist-aan-Zee,,,Apartment,,,Apartment,Yes,619000,Just renovated,,25,,2
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/20051266,Hyper equipped,,,3,1150 Woluwe-Saint-Pierre,,,Apartment,,,Apartment,No,625000,As new,,15,,4
https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-lambert/1200/20159753,,,,2,1200 Woluwe-Saint-Lambert,,,Penthouse,,,Penthouse,No,649000,As new,,42,,4
https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/20065882,,,,2,9700 Oudenaarde,Yes,,Apartment,,,Apartment,No,685000,Good,,,,3
https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-lambert/1200/20159746,,,,2,1200 Woluwe-Saint-Lambert,,,Penthouse,,,Penthouse,No,689000,As new,,42,,4
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/11429533,Hyper equipped,,,,8370 Blankenberge,,,Apartment,,,Apartment,,750000,Good,,19,,2
https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-lambert/1200/10430545,Hyper equipped,,,3,1200 Woluwe-Saint-Lambert,,,Penthouse,,,Penthouse,Yes,895000,As new,,175,,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-zoute/8300/11017678,Hyper equipped,,,,8300 Knokke-Zoute,Yes,,Apartment,,,Apartment,,899000,As new,,,,2
https://www.immoweb.be/en/classified/duplex/for-sale/etterbeek/1040/11272201,Hyper equipped,,,2,1040 Etterbeek,,,Duplex,,,Duplex,No,995000,Just renovated,,25,,3
https://www.immoweb.be/en/classified/penthouse/for-sale/de-panne/8660/20149585,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/de-panne/8660/20149587,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/elsene/1050/20128946,Hyper equipped,,,2,1050 Elsene,,,Ground floor,,,Ground floor,No,545000,As new,,37,,3
https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/20294815,Installed,,,4,5000 NAMUR,,,Apartment,,,Apartment,,247000,,,7,,1
https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/20294814,Installed,,,4,5000 NAMUR,,,Apartment,,,Apartment,,599000,,,53,,3
https://www.immoweb.be/en/classified/penthouse/for-sale/brussel/1000/20296205,Hyper equipped,,,4,1000 Brussel,,,Penthouse,,,Penthouse,No,1120000,As new,,36,,2
https://www.immoweb.be/en/classified/apartment/for-sale/sint-niklaas/9100/20292989,,,,,9100 Sint-Niklaas,Yes,,Apartment,,,Apartment,,430000,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/20310327,Hyper equipped,,,2,9700 Oudenaarde,,,Apartment,,,Apartment,No,275000,As new,,4,,2
https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/20310326,Hyper equipped,,,2,9700 Oudenaarde,,,Apartment,,,Apartment,No,292105,As new,,4,,2
https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/20310324,Hyper equipped,,,2,9700 Oudenaarde,,,Apartment,,,Apartment,No,300000,As new,,8,,2
https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/20310323,Hyper equipped,,,2,9700 Oudenaarde,,,Apartment,,,Apartment,No,329000,As new,,8,,2
https://www.immoweb.be/en/classified/penthouse/for-sale/nieuwpoort/8620/20309711,Hyper equipped,,,4,8620 Nieuwpoort,,,Penthouse,,,Penthouse,,975000,As new,,46,,4
https://www.immoweb.be/en/classified/flat-studio/for-sale/brussel/1000/20180576,,,,1,1000 Bruxelles,,,Flat studio,,,Flat studio,Yes,240000,As new,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/arlon/6700/20262754,Installed,,,,6700 ARLON,Yes,,Apartment,,,Apartment,,270000,Good,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20261528,,,,,8400 Oostende,Yes,,Apartment,,,Apartment,,289000,Good,,,,2
https://www.immoweb.be/en/classified/duplex/for-sale/oostende/8400/20261521,,,,,8400 Oostende,Yes,,Duplex,,,Duplex,No,439000,Good,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20261518,,,,,8400 Oostende,,,Apartment,,,Apartment,,558000,As new,,,,2
https://www.immoweb.be/en/classified/penthouse/for-sale/waasmunster/9250/20261770,Hyper equipped,,,,9250 Waasmunster,,,Penthouse,,,Penthouse,,1095000,As new,,120,,2
https://www.immoweb.be/en/classified/flat-studio/for-sale/blankenberge/8370/20279436,Installed,,,2,8370 BLANKENBERGE,,,Flat studio,,,Flat studio,Yes,199000,Good,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/strombeek-bever/1853/20265795,Semi equipped,,,4,1853 Strombeek-Bever,Yes,,Apartment,,,Apartment,No,239000,To be done up,,,,2
https://www.immoweb.be/en/classified/flat-studio/for-sale/oostende/8400/20278391,Semi equipped,,,,8400 Oostende,Yes,,Flat studio,,,Flat studio,Yes,258000,Just renovated,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/sint-kruis/8310/20278618,Installed,,,,8310 Sint-Kruis,Yes,,Apartment,,,Apartment,,335000,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20278646,,,,,9000 Gent,Yes,,Apartment,,,Apartment,No,355000,Good,,,,2
https://www.immoweb.be/en/classified/penthouse/for-sale/etterbeek/1040/20143522,Hyper equipped,,,2,1040 Etterbeek,,,Penthouse,,,Penthouse,No,450000,As new,,13,,3
https://www.immoweb.be/en/classified/loft/for-sale/deurne-2100/2100/20278486,Hyper equipped,,,,2100 Deurne (2100),,,Loft,,,Loft,No,498000,,,12,,2
https://www.immoweb.be/en/classified/loft/for-sale/borgerhout/2140/20277589,Hyper equipped,,,,2140 Borgerhout,,,Loft,,,Loft,No,498000,,,12,,2
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20278390,Installed,,,,8400 Oostende,Yes,,Apartment,,,Apartment,,595000,Just renovated,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/gentbrugge/9050/20285679,Hyper equipped,,,2,9050 Gentbrugge,,,Apartment,,,Apartment,No,216750,Good,,1square meter,,2
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20285521,,,,,9000 Gent,,,Apartment,,,Apartment,No,285000,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/elsene/1050/20286631,Hyper equipped,,,2,1050 Elsene,,,Apartment,,,Apartment,No,379000,Good,,,,2
https://www.immoweb.be/en/classified/flat-studio/for-sale/berchem-sainte-agathe/1082/20303564,Not installed,,,,1082 Berchem-Sainte-Agathe,,,Flat studio,,,Flat studio,No,149000,,,7,,1
https://www.immoweb.be/en/classified/penthouse/for-sale/schaerbeek/1030/20304502,Hyper equipped,,,2,1030 Schaerbeek,,,Penthouse,,,Penthouse,No,265000,,,12,,1
https://www.immoweb.be/en/classified/ground-floor/for-sale/marche-en-famenne/6900/20303602,Not installed,111,,3,6900 Marche-en-Famenne,,,Ground floor,,,Ground floor,No,338000,,,13,,3
https://www.immoweb.be/en/classified/apartment/for-sale/huy/4500/20301070,Semi equipped,,,2,4500 Huy,,,Apartment,,,Apartment,No,115000,Good,,5,,1
https://www.immoweb.be/en/classified/apartment/for-sale/kortrijk/8500/20300204,,,,,8500 Kortrijk,,,Apartment,,,Apartment,No,115000,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4030/20301885,Not installed,,,2,4030 Liège,,,Apartment,,,Apartment,No,189000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/ronse/9600/20198443,Installed,2000,,,9600 Ronse,,,Apartment,,,Apartment,No,254000,Good,,52,,1
https://www.immoweb.be/en/classified/apartment/for-sale/arlon-stockem/6700/20257837,Installed,,,2,6700 Arlon (Stockem),,,Apartment,,,Apartment,,195000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/merelbeke/9820/20258506,,,,,9820 Merelbeke,,,Apartment,,,Apartment,No,299000,As new,,10,,2
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20253093,,,,,8400 Oostende,Yes,,Apartment,,,Apartment,No,335000,Just renovated,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/westende/8434/20253553,,,,,8434 Westende,Yes,,Apartment,,,Apartment,No,349000,Good,,,,3
https://www.immoweb.be/en/classified/duplex/for-sale/woluwe-saint-pierre/1150/20213336,USA hyper equipped,,,2,1150 Woluwe-Saint-Pierre,,,Duplex,,,Duplex,,595000,As new,,1square meter,,2
https://www.immoweb.be/en/classified/apartment/for-sale/zellik/1731/20315797,Installed,,,,1731 Zellik,,,Apartment,,,Apartment,No,180000,Good,,7,,2
https://www.immoweb.be/en/classified/apartment/for-sale/roeselare/8800/20312334,,,,,,Yes,,Apartment,,,Apartment,,200000,Good,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/sint-pieters-leeuw/1600/20317045,Hyper equipped,100,,2,1600 Sint-Pieters-Leeuw,,,Apartment,,,Apartment,No,249000,Just renovated,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/sint-eloois-vijve/8793/20316852,Installed,,,,8793 SINT-ELOOIS-VIJVE,,,Apartment,,,Apartment,,249000,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20316227,,,,3,1050 Ixelles,Yes,,Apartment,,,Apartment,No,865000,To renovate,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20121876,Semi equipped,,,,9800 Deinze,,,Apartment,,,Apartment,No,147000,To be done up,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20271531,Semi equipped,,,,8400 Oostende,,,Apartment,,,Apartment,No,149000,To be done up,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20181539,Installed,35,,2,9000 GENT,,,Apartment,,,Apartment,,310000,,,10,,4
https://www.immoweb.be/en/classified/apartment/for-sale/herentals/2200/20298251,Hyper equipped,130,,2,2200 Herentals,,,Apartment,,,Apartment,,367000,Good,,25,,2
https://www.immoweb.be/en/classified/duplex/for-sale/ixelles/1050/20254035,Hyper equipped,,,2,1050 Ixelles,,,Duplex,,,Duplex,No,469000,Just renovated,,,,1
https://www.immoweb.be/en/classified/duplex/for-sale/watermael-boitsfort/1170/20274764,,100,,4,1170 WATERMAEL-BOITSFORT,,,Duplex,,,Duplex,,495000,,,80,,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20090326,Installed,,,2,8300 Knokke,,,Apartment,,,Apartment,No,860000,Good,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20211989,Hyper equipped,,,2,8300 Knokke-Heist,,,Apartment,,,Apartment,No,3650000,Just renovated,,8,,4
https://www.immoweb.be/en/classified/flat-studio/for-sale/wemmel/1780/20166249,Installed,,,,1780 Wemmel,,,Flat studio,,,Flat studio,No,125000,,,10,,
https://www.immoweb.be/en/classified/duplex/for-sale/perwez/1360/20315698,Installed,650,,2,1360 Perwez,,,Duplex,,,Duplex,,330000,As new,,35,,3
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20252371,Installed,,,2,9000 GENT,,,Apartment,,,Apartment,,269000,Good,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/erembodegem/9320/20268013,Installed,,,2,9320 Erembodegem,,,Apartment,,,Apartment,,227000,Just renovated,,,,2
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/antwerpen/2018/20297530,,,,,2018 ANTWERPEN,,,Pulse,,,Pulse,,From299000To519000,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/aalter/9880/20265197,,,,,9880 Aalter,Yes,,Apartment,,,Apartment,No,360000,To be done up,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/lichtervelde/8810/20285519,,,,,8810 Lichtervelde,,,Apartment,,,Apartment,,295000,Good,,14,,2
https://www.immoweb.be/en/classified/apartment/for-sale/lichtervelde/8810/20285518,,,,,8810 Lichtervelde,,,Apartment,,,Apartment,,304000,Good,,18,,2
https://www.immoweb.be/en/classified/apartment/for-sale/herstal/4040/20211646,Installed,,,2,4040 Herstal,,,Apartment,,,Apartment,No,129000,Good,,,,1
https://www.immoweb.be/en/classified/kot/for-sale/namur/5000/20228868,Hyper equipped,,,2,5000 Namur,,,Kot,,,Kot,No,144800,As new,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20259064,Installed,,,2,1000 Bruxelles,Yes,,Apartment,,,Apartment,No,185000,Good,,,,1
https://www.immoweb.be/en/classified/flat-studio/for-sale/molenbeek-saint-jean/1080/20259487,Hyper equipped,,,2,1080 MOLENBEEK-SAINT-JEAN,,,Flat studio,,,Flat studio,,188000,As new,,4,,1
https://www.immoweb.be/en/classified/flat-studio/for-sale/namur/5000/20160356,Hyper equipped,,,2,5000 Namur,,,Flat studio,,,Flat studio,No,189800,As new,,9,,
https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20254843,Semi equipped,,,2,1190 Forest,,,Apartment,,,Apartment,No,250000,Good,,4,,2
https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20247010,Not installed,,,4,1040 Etterbeek,,,Apartment,,,Apartment,No,270000,To be done up,,2,,2
https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/20212476,Hyper equipped,,,,9700 Oudenaarde,,,Apartment,,,Apartment,No,295000,Good,,23,,2
https://www.immoweb.be/en/classified/duplex/for-sale/vilvoorde/1800/20259985,Hyper equipped,,,2,1800 Vilvoorde,Yes,,Duplex,,,Duplex,,299000,As new,,,,2
https://www.immoweb.be/en/classified/ground-floor/for-sale/nivelles/1400/20225774,Installed,,,2,1400 Nivelles,Yes,,Ground floor,,,Ground floor,No,310000,Good,,,,3
https://www.immoweb.be/en/classified/penthouse/for-sale/molenbeek-saint-jean/1080/20159183,Installed,,,2,1080 Molenbeek-Saint-Jean,,,Penthouse,,,Penthouse,No,325000,As new,,40,,3
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20244554,Hyper equipped,,,2,9000 GENT,,,Apartment,,,Apartment,,340000,As new,,,,2
https://www.immoweb.be/en/classified/duplex/for-sale/haacht/3150/20260298,Hyper equipped,,,2,3150 Haacht,Yes,,Duplex,,,Duplex,,349000,As new,,,,2
https://www.immoweb.be/en/classified/penthouse/for-sale/evere/1140/20218369,,,,2,1140 Evere,Yes,,Penthouse,,,Penthouse,No,350000,As new,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20279313,Installed,,,2,9000 Gent,,,Apartment,,,Apartment,No,360000,Good,,15,,2
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20187105,Hyper equipped,,,2,1000 Bruxelles,,,Apartment,,,Apartment,No,365000,As new,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20165113,Hyper equipped,,,3,1180 Uccle,,,Apartment,,,Apartment,No,365000,As new,,7,,2
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20158839,Hyper equipped,,,4,1050 Ixelles,,,Apartment,,,Apartment,No,375000,As new,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20259535,Installed,,,4,1200 Woluwe-Saint-Lambert,,,Apartment,,,Apartment,,395000,As new,,3,,1
https://www.immoweb.be/en/classified/ground-floor/for-sale/gent/9000/20282366,,,,2,9000 Gent,,,Ground floor,,,Ground floor,,399000,Good,,10,,3
https://www.immoweb.be/en/classified/ground-floor/for-sale/sint-denijs-westrem/9051/20257775,,,,2,9051 Sint-Denijs-Westrem,,,Ground floor,,,Ground floor,,399000,Good,,10,,3
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20257302,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/uccle/1180/20253180,Hyper equipped,,,3,1180 Uccle,,,Ground floor,,,Ground floor,No,495000,As new,,7,,3
https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-lambert/1200/20259540,Installed,,,4,1200 Woluwe-Saint-Lambert,,,Penthouse,,,Penthouse,,500000,As new,,6,,2
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/20269678,Installed,,,2,1150 Woluwe-Saint-Pierre,,,Apartment,,,Apartment,No,525000,Good,,11,,2
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20147607,Hyper equipped,,,2,1050 Ixelles,,,Apartment,,,Apartment,No,549000,As new,,15,,2
https://www.immoweb.be/en/classified/duplex/for-sale/schaerbeek/1030/20256461,Hyper equipped,,,,1030 Schaerbeek,,,Duplex,,,Duplex,No,615000,As new,,12,,4
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20258155,,,,3,1180 UCCLE,,,Apartment,,,Apartment,No,700000,Good,,45,,3
https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-lambert/1200/20259538,Installed,,,4,1200 Woluwe-Saint-Lambert,,,Penthouse,,,Penthouse,,810000,As new,,11,,3
https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20219571,Hyper equipped,,,2,1000 Brussel,,,Apartment,,,Apartment,No,840000,As new,,10,,3
https://www.immoweb.be/en/classified/duplex/for-sale/woluwe-saint-pierre/1150/20252858,Hyper equipped,96,,2,1150 Woluwe-Saint-Pierre,,,Duplex,,,Duplex,No,995000,As new,,5,,3
https://www.immoweb.be/en/classified/apartment/for-sale/dinant/5500/20297679,,,,,5500 Dinant,,,Apartment,,,Apartment,Yes,199000,Good,,,,4
https://www.immoweb.be/en/classified/apartment/for-sale/rumbeke/8800/20298582,Installed,,,2,8800 Rumbeke,,,Apartment,,,Apartment,No,199000,As new,,7,,2
https://www.immoweb.be/en/classified/apartment/for-sale/vilvoorde/1800/20300406,Hyper equipped,,,2,1800 Vilvoorde,,,Apartment,,,Apartment,No,250000,,,7,,2
https://www.immoweb.be/en/classified/apartment/for-sale/berchem-sainte-agathe/1082/20300372,Installed,,,2,1082 Berchem-sainte-agathe,,,Apartment,,,Apartment,,269000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20264153,,,,,8400 Oostende,,,Apartment,,,Apartment,,169000,Good,,6,,2
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20312985,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/mechelen/2800/20311299,Installed,,,2,2800 Mechelen,Yes,,Apartment,,,Apartment,No,249000,Good,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-merksem/2170/20311771,Hyper equipped,,,2,2170 Antwerpen Merksem,Yes,,Apartment,,,Apartment,,259000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-merksem/2170/20311542,Hyper equipped,,,2,2170 Antwerpen Merksem,,,Apartment,,,Apartment,,259000,Good,,5,,2
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20312192,,,,,8370 Blankenberge,,,Apartment,,,Apartment,,289000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/gent-mariakerke/9030/20312630,Hyper equipped,,,2,9030 Gent Mariakerke,,,Apartment,,,Apartment,No,338000,Good,,19,,2
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20313004,Hyper equipped,,,2,8370 Blankenberge,,,Apartment,,,Apartment,No,465000,As new,,6,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20311599,,,,,8300 Knokke-Heist,,,Apartment,,,Apartment,,845000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20313708,,,,,8300 Knokke-Heist,,,Apartment,,,Apartment,,1750000,As new,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/marche-en-famenne/6900/20193071,Semi equipped,,,,6900 Marche-en-Famenne,Yes,,Apartment,,,Apartment,No,135000,To renovate,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/diksmuide/8600/20279567,Installed,,,,8600 Diksmuide,Yes,,Apartment,,,Apartment,No,215250,Good,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/berlaar/2590/20290949,Hyper equipped,,,,2590 Berlaar,,,Apartment,,,Apartment,,334000,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20289034,Hyper equipped,,,2,1180 Uccle,,,Apartment,,,Apartment,,375000,To renovate,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/tienen/3300/20306653,,,,,3300 Tienen,,,Apartment,,,Apartment,,189500,As new,,6,,2
https://www.immoweb.be/en/classified/apartment/for-sale/petegem-aan-de-leie/9800/20308481,Installed,,,2,,,,Apartment,,,Apartment,,199000,Good,,2,,2
https://www.immoweb.be/en/classified/ground-floor/for-sale/tienen/3300/20308125,,,,,3300 Tienen,,,Ground floor,,,Ground floor,,265000,As new,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/20308007,Not installed,,,2,,,,Apartment,,,Apartment,No,470000,To be done up,,6,,3
https://www.immoweb.be/en/classified/apartment/for-sale/lauwe/8930/20258542,Installed,,,,8930 Lauwe,Yes,,Apartment,,,Apartment,No,179000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/bredene/8450/20258651,,,,,8450 Bredene,,,Apartment,,,Apartment,,239000,Good,,,,1
https://www.immoweb.be/en/classified/ground-floor/for-sale/rixensart/1330/20207802,Semi equipped,106,,3,1330 Rixensart,,,Ground floor,,,Ground floor,No,505000,As new,,21,,2
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20277720,Semi equipped,,,,1070 ANDERLECHT,,,Apartment,,,Apartment,,240000,Just renovated,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/willebroek/2830/20277895,Installed,,,2,2830 Willebroek,Yes,,Apartment,,,Apartment,,339000,Good,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/gentbrugge/9050/20275549,,,,,9050 Gentbrugge,,,Apartment,,,Apartment,No,379000,,,26,,2
https://www.immoweb.be/en/classified/apartment/for-sale/schaarbeek/1030/20310751,Hyper equipped,50,,2,1030 Schaarbeek,,,Apartment,,,Apartment,,245000,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/20295341,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20295515,Hyper equipped,,,4,1200 Woluwe-Saint-Lambert,Yes,,Apartment,,,Apartment,No,460000,As new,,,,2
https://www.immoweb.be/en/classified/penthouse/for-sale/molenbeek-saint-jean/1080/20294489,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20139238,Installed,,,2,1050 Ixelles,,,Apartment,,,Apartment,No,225000,Good,,,,1
https://www.immoweb.be/en/classified/flat-studio/for-sale/etterbeek/1040/20310795,Hyper equipped,,,,1040 Etterbeek,,,Flat studio,,,Flat studio,No,235000,As new,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/brecht/2960/20255532,Installed,,,4,2960 Brecht,,,Apartment,,,Apartment,,249000,Good,,,,2
https://www.immoweb.be/en/classified/duplex/for-sale/auderghem/1160/20177182,Hyper equipped,,,,1160 Auderghem,,,Duplex,,,Duplex,No,650000,As new,,4,,3
https://www.immoweb.be/en/classified/flat-studio/for-sale/zeebrugge/8380/20270173,Installed,,,1,8380 Zeebrugge,,,Flat studio,,,Flat studio,No,158000,Just renovated,,,,
https://www.immoweb.be/en/classified/duplex/for-sale/willebroek/2830/20273061,Hyper equipped,,,2,2830 WILLEBROEK,,,Duplex,,,Duplex,,220000,Good,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/belsele/9111/20270338,,,,,9111 Belsele,,,Apartment,,,Apartment,No,335000,To renovate,,,,4
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20120487,Hyper equipped,,,2,1200 Woluwe-Saint-Lambert,,,Apartment,,,Apartment,No,340000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/gentbrugge/9050/20286857,Hyper equipped,,,2,9050 Gentbrugge,,,Apartment,,,Apartment,No,250000,Good,,8,,2
https://www.immoweb.be/en/classified/apartment/for-sale/ertvelde/9940/20287759,,,,,9940 Ertvelde,Yes,,Apartment,,,Apartment,No,259000,,,,,2
https://www.immoweb.be/en/classified/duplex/for-sale/bruxelles/1000/20288652,Semi equipped,,,2,1000 Bruxelles,,,Duplex,,,Duplex,No,399000,Good,,3,,4
https://www.immoweb.be/en/classified/apartment/for-sale/huy/4500/20308246,Hyper equipped,50,,4,4500 HUY,Yes,,Apartment,,,Apartment,No,285000,As new,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/huy/4500/20308245,Hyper equipped,50,,4,4500 HUY,Yes,,Apartment,,,Apartment,,285000,As new,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/20306096,Hyper equipped,,,,9300 AALST,,,Apartment,,,Apartment,,299000,,,7,,2
https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/20306085,Hyper equipped,,,,9300 AALST,,,Apartment,,,Apartment,,299000,,,9,,2
