URL,Number of facades,Number of rooms,Terrace,Type of property,Swimming pool,Garden Area,Surface of the land,Locality,Living Area,Terrace Area,Fully equipped kitchen,State of the building,Furnished,Surface area of the plot of land,Garden,Open fire,Subtype of property,Price
https://www.immoweb.be/en/classified/house/for-sale/saint-leger-meixle-tige/6747/20260548,2,2,Yes,House,,450,,6747 Saint-L�ger Meixle-Tige,,,Semi equipped,To be done up,No,,,,House,185000
https://www.immoweb.be/en/classified/house/for-sale/jemeppe-sur-meuse/4101/20284073,2,4,,House,,195,,4101 JEMEPPE-SUR-MEUSE,,,Semi equipped,To be done up,,,,,House,235000
https://www.immoweb.be/en/classified/house/for-sale/saint-nicolas/4420/20247096,2,4,,House,,257,,4420 Saint-Nicolas,,25,Installed,Good,No,,,,House,249000
https://www.immoweb.be/en/classified/house/for-sale/heppignies/6220/20284102,3,3,,House,,,,6220 HEPPIGNIES,,,Semi equipped,To be done up,,,,,House,259900
https://www.immoweb.be/en/classified/house/for-sale/sint-katelijne-waver/2860/20282314,,2,Yes,House,,,,2860 Sint-Katelijne-Waver,,,Installed,To renovate,,,,,House,268000
https://www.immoweb.be/en/classified/house/for-sale/helecine/1357/20265409,3,4,,House,,416,,1357 H�l�cine,,33,Semi equipped,To be done up,No,,,,House,285000
https://www.immoweb.be/en/classified/house/for-sale/jodoigne/1370/20265407,3,4,,House,,416,,1370 Jodoigne,,33,Semi equipped,To be done up,No,,,,House,285000
https://www.immoweb.be/en/classified/house/for-sale/geer/4250/20217512,3,5,,House,,500,,4250 Geer,,80,Not installed,Good,No,,,,House,300000
https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/20284817,2,4,Yes,House,,20,,2800 MECHELEN,,,Semi equipped,To renovate,,,,,House,310000
https://www.immoweb.be/en/classified/house/for-sale/merelbeke/9820/20283594,2,3,,House,,,,9820 Merelbeke,,16,Installed,As new,No,,,,House,312000
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20284140,4,3,Yes,House,,,,9500 Geraardsbergen,,,,To renovate,No,,,,House,349000
https://www.immoweb.be/en/classified/town-house/for-sale/haaltert/9450/20240907,3,4,,Town-house,,,,9450 Haaltert,,15,Hyper equipped,As new,No,,,,Town-house,359000
https://www.immoweb.be/en/classified/apartment-block/for-sale/grimbergen/1853/20273729,2,4,,Apartment block,,,,1853 Grimbergen,,95,Installed,Good,No,,,,Apartment block,365000
https://www.immoweb.be/en/classified/house/for-sale/overijse/3090/20198965,3,3,Yes,House,,385,,3090 Overijse,,,Installed,To be done up,No,,,,House,375000
https://www.immoweb.be/en/classified/house/for-sale/libin/6890/20270582,4,4,,House,,1600,,6890 Libin,,50,Installed,Good,No,,,,House,379000
https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/20276597,3,3,Yes,House,,24,,8000 Brugge,,,Installed,To be done up,No,,,,House,384000
https://www.immoweb.be/en/classified/villa/for-sale/heron/4217/20264401,4,5,,Villa,,2200,,4217 H�ron,,30,Installed,Good,No,,,,Villa,390000
https://www.immoweb.be/en/classified/house/for-sale/ganshoren/1083/20130026,,2,,House,,83,,1083 Ganshoren,,,Installed,Good,No,,,,House,395000
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20280663,2,3,Yes,House,,,,9230 Wetteren,,,Hyper equipped,As new,No,,,,House,398000
https://www.immoweb.be/en/classified/town-house/for-sale/schelle/2627/20285193,3,3,Yes,Town-house,,55,,2627 Schelle,,,Semi equipped,Good,,,,,Town-house,399000
https://www.immoweb.be/en/classified/house/for-sale/ouffet/4590/20282867,2,6,,House,,284,,4590 Ouffet,,20,Installed,Good,No,,,,House,399000
https://www.immoweb.be/en/classified/house/for-sale/melle/9090/20285311,,4,Yes,House,,,,9090 Melle,,,,To be done up,No,,,,House,399000
https://www.immoweb.be/en/classified/villa/for-sale/frasnes-lez-anvaing/7912/20195410,3,4,Yes,Villa,,1500,,7912 Frasnes-lez-Anvaing,,,Not installed,As new,,,,,Villa,405000
https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2140/20282986,2,4,,House,,190,,2140 Antwerpen,,24,Installed,Good,No,,,,House,469900
https://www.immoweb.be/en/classified/house/for-sale/sint-andries/8200/20285370,,3,Yes,House,,,,8200 Sint-Andries,,,Installed,Good,No,,,,House,479000
https://www.immoweb.be/en/classified/house/for-sale/lede/9340/20281946,4,3,Yes,House,,,,9340 Lede,,,Installed,Good,No,,,,House,495000
https://www.immoweb.be/en/classified/house/for-sale/herstal/4040/20281802,4,7,,House,,229,,4040 Herstal,,133,Installed,Good,No,,,,House,509000
https://www.immoweb.be/en/classified/house/for-sale/etterbeek/1040/20187572,2,4,,House,,,,1040 Etterbeek,,,Installed,Good,No,,,,House,560000
https://www.immoweb.be/en/classified/house/for-sale/roosdaal/1760/20247963,3,3,,House,,,,1760 Roosdaal,,47,Hyper equipped,As new,No,,,,House,575000
https://www.immoweb.be/en/classified/bungalow/for-sale/overijse/3090/20256778,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/kraainem/1950/20280507,2,3,,House,,210,,1950 Kraainem,,7,Not installed,Good,No,,,,House,595000
https://www.immoweb.be/en/classified/apartment-block/for-sale/blankenberge/8370/20193044,2,6,Yes,Apartment block,,,,8370 Blankenberge,,,,Just renovated,Yes,,,,Apartment block,620000
https://www.immoweb.be/en/classified/house/for-sale/musson/6750/20212255,4,4,,House,,1805,,6750 Musson,,60,Hyper equipped,As new,No,,,,House,639000
https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-lambert/1200/20271898,4,5,,House,,400,,1200 Woluwe-Saint-Lambert,,36,Not installed,To renovate,No,,,,House,645000
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/engis/4480/20185167,4,5,,Mixed-use building,,,,4480 Engis,,27,Hyper equipped,As new,No,,,,Mixed-use building,699000
https://www.immoweb.be/en/classified/house/for-sale/sint-pieters-woluwe/1150/20247260,2,3,,House,,,,1150 Sint-Pieters-Woluwe,,40,Hyper equipped,To be done up,No,,,,House,749000
https://www.immoweb.be/en/classified/house/for-sale/forest/1190/20259004,2,5,,House,,57,,1190 Forest,,23,Installed,To renovate,,,,,House,850000
https://www.immoweb.be/en/classified/house/for-sale/eprave/5580/20253464,2,4,,House,,,,5580 Eprave,,,Installed,As new,No,,,,House,239000
https://www.immoweb.be/en/classified/house/for-sale/willebroek/2830/20195160,2,3,,House,,,,2830 Willebroek,,,,Good,,,,,House,319000
https://www.immoweb.be/en/classified/house/for-sale/merksem/2170/20275404,,5,,House,,33,,2170 Merksem,,,Installed,Just renovated,No,,,,House,429000
https://www.immoweb.be/en/classified/house/for-sale/ixelles/1050/20302890,2,3,,House,,45,,1050 Ixelles,,20,USA hyper equipped,As new,,,,,House,799000
https://www.immoweb.be/en/classified/house/for-sale/aartselaar/2630/20310677,2,3,,House,,,,2630 Aartselaar,,33,Hyper equipped,Just renovated,,,,,House,665000
https://www.immoweb.be/en/classified/farmhouse/for-sale/spiere-helkijn/8587/20294208,,3,,Farmhouse,,,,8587 Spiere-Helkijn,,,,To renovate,,,,,Farmhouse,450000
https://www.immoweb.be/en/classified/villa/for-sale/ranst/2520/20294207,,3,,Villa,,,,2520 Ranst,,64,Installed,,,,,,Villa,679000
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20219660,2,4,,House,,420,,4100 Seraing,,30,,Just renovated,No,,,,House,215000
https://www.immoweb.be/en/classified/villa/for-sale/arlon/6700/20292025,4,9,,Villa,,1500,,6700 Arlon,,80,Installed,As new,,,,,Villa,950000
https://www.immoweb.be/en/classified/house/for-sale/ottignies-louvain-la-neuve/1340/20212277,4,5,,House,,1900,,1340 OTTIGNIES-LOUVAIN-LA-NEUVE,,40,Semi equipped,As new,,,,,House,1150000
https://www.immoweb.be/en/classified/house/for-sale/liege/4020/20135829,2,1,,House,,88,,4020 Li�ge,,,Semi equipped,To renovate,No,,,,House,68000
https://www.immoweb.be/en/classified/house/for-sale/herstal/4041/20098594,3,2,,House,,84,,4041 Herstal,,,Not installed,To renovate,No,,,,House,119000
https://www.immoweb.be/en/classified/house/for-sale/libramont-chevigny/6800/20109876,2,3,,House,,450,,6800 Libramont-Chevigny,,5,Hyper equipped,To renovate,No,,,,House,129000
https://www.immoweb.be/en/classified/house/for-sale/herstal/4040/20115582,3,3,,House,,85,,4040 Herstal,,,Semi equipped,To be done up,No,,,,House,149000
https://www.immoweb.be/en/classified/country-cottage/for-sale/marchin/4570/20223819,3,2,,Country house,,1044,,4570 MARCHIN,,70,Semi equipped,Good,No,,,,Country house,149000
https://www.immoweb.be/en/classified/house/for-sale/juprelle/4452/20217365,3,3,,House,,20,,4452 Juprelle,,,Installed,To be done up,No,,,,House,159000
https://www.immoweb.be/en/classified/house/for-sale/grace-hollogne/4460/20126508,2,4,,House,,202,,4460 Gr�ce-Hollogne,,50,Installed,Good,No,,,,House,174000
https://www.immoweb.be/en/classified/house/for-sale/angleur/4031/20159592,,,,House,,,,,,,,,,,,,House,179000
https://www.immoweb.be/en/classified/house/for-sale/herstal/4040/20063947,3,5,,House,,20,,4040 Herstal,,18,Semi equipped,To renovate,No,,,,House,199000
https://www.immoweb.be/en/classified/house/for-sale/liege/4000/20116733,2,4,,House,,100,,4000 Li�ge,,26,Installed,To be done up,No,,,,House,219000
https://www.immoweb.be/en/classified/house/for-sale/herstal/4040/20112346,4,3,,House,,450,,4040 Herstal,,50,Semi equipped,To renovate,No,,,,House,219000
https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20128032,2,4,,House,,161,,9600 Ronse,,13,Installed,Good,No,,,,House,219000
https://www.immoweb.be/en/classified/house/for-sale/liege/4000/20128320,2,4,,House,,166,,4000 Li�ge,,24,Not installed,To be done up,No,,,,House,225000
https://www.immoweb.be/en/classified/house/for-sale/pecq/7740/20169741,2,4,,House,,,,7740 Pecq,,32,,Good,,,,,House,225000
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/11441909,2,2,,House,,205,,4100 SERAING,,27,Installed,Good,,,,,House,229000
https://www.immoweb.be/en/classified/house/for-sale/oreye/4360/20200795,3,3,,House,,250,,4360 Oreye,,40,Installed,Good,No,,,,House,229000
https://www.immoweb.be/en/classified/house/for-sale/grivegnee/4030/11484872,2,3,,House,,120,,4030 GRIVEGN�E,,9,Installed,Good,,,,,House,239000
https://www.immoweb.be/en/classified/house/for-sale/beyne-heusay/4610/11386447,3,3,,House,,168,,4610 Beyne-Heusay,,21,Installed,To be done up,No,,,,House,239000
https://www.immoweb.be/en/classified/house/for-sale/herstal/4040/11362178,2,3,,House,,82,,4040 Herstal,,32,Installed,Good,No,,,,House,249000
https://www.immoweb.be/en/classified/house/for-sale/herstal-vottem/4041/20083331,4,4,,House,,633,,4041 Herstal Vottem,,52,Installed,Good,No,,,,House,249000
https://www.immoweb.be/en/classified/house/for-sale/zottegem/9620/20240188,2,4,Yes,House,,,,9620 Zottegem,,,,To renovate,No,,,,House,249000
https://www.immoweb.be/en/classified/house/for-sale/kluisbergen/9690/20235929,2,4,Yes,House,,,,9690 Kluisbergen,,,,Good,No,,,,House,259000
https://www.immoweb.be/en/classified/house/for-sale/zelzate/9060/10913378,3,2,,House,,1square meter,,9060 Zelzate,,80,Installed,To renovate,,,,,House,275000
https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/11471255,3,5,,House,,,,9700 Oudenaarde,,50,,Good,No,,,,House,275000
https://www.immoweb.be/en/classified/house/for-sale/flemalle-haute/4400/20003173,3,3,,House,,440,,4400 FL�MALLE-HAUTE,,40,Installed,Just renovated,,,,,House,279000
https://www.immoweb.be/en/classified/house/for-sale/herstal/4040/20148732,4,4,,House,,268,,4040 Herstal,,50,Installed,Good,No,,,,House,299000
https://www.immoweb.be/en/classified/house/for-sale/oppuurs/2890/20116436,2,4,,House,,,,2890 OPPUURS,,20,Hyper equipped,Good,,,,,House,334000
https://www.immoweb.be/en/classified/house/for-sale/villers-le-bouillet/4530/20118147,4,4,,House,,951,,4530 Villers-le-bouillet,,12,Installed,Good,No,,,,House,345000
https://www.immoweb.be/en/classified/house/for-sale/horion-hozemont/4460/20003175,4,3,Yes,House,,1184,,4460 HORION-HOZ�MONT,,,Semi equipped,To be done up,,,,,House,349000
https://www.immoweb.be/en/classified/house/for-sale/buggenhout/9255/11405750,2,5,Yes,House,,,,9255 BUGGENHOUT,,,Hyper equipped,Good,,,,,House,394000
https://www.immoweb.be/en/classified/house/for-sale/oupeye/4680/20199285,4,4,,House,,540,,4680 Oupeye,,60,Semi equipped,Good,No,,,,House,399000
https://www.immoweb.be/en/classified/house/for-sale/gent/9041/20132816,2,2,,House,,560,,9041 GENT,,25,Semi equipped,Just renovated,,,,,House,399000
https://www.immoweb.be/en/classified/house/for-sale/saint-nicolas/4420/20025414,4,4,,House,,300,,4420 SAINT-NICOLAS,,40,Installed,Good,,,,,House,419000
https://www.immoweb.be/en/classified/town-house/for-sale/wilrijk/2610/20211743,2,3,,Town-house,,85,,2610 WILRIJK,,,,As new,,,,,Town-house,425000
https://www.immoweb.be/en/classified/house/for-sale/sint-niklaas/9100/20039580,4,4,,House,,,,9100 SINT-NIKLAAS,,15,Installed,To renovate,,,,,House,425000
https://www.immoweb.be/en/classified/house/for-sale/ottignies-louvain-la-neuve/1340/11426905,3,3,,House,,500,,1340 Ottignies-Louvain-la-Neuve,,200,Installed,As new,No,,,,House,430000
https://www.immoweb.be/en/classified/house/for-sale/sint-niklaas/9100/20213184,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/herzele/9550/20277088,3,3,,House,,500,,9550 Herzele,,,USA hyper equipped,As new,,,,,House,439300
https://www.immoweb.be/en/classified/house/for-sale/wortegem-petegem/9790/11447708,4,3,Yes,House,,,,9790 Wortegem-Petegem,,,,To renovate,No,,,,House,445000
https://www.immoweb.be/en/classified/house/for-sale/gent/9041/20063913,3,4,,House,,410,,9041 GENT,,30,Semi equipped,Just renovated,,,,,House,458000
https://www.immoweb.be/en/classified/villa/for-sale/rocourt/4000/20212301,4,3,,Villa,,600,,4000 ROCOURT,,36,Hyper equipped,Good,,,,,Villa,460000
https://www.immoweb.be/en/classified/villa/for-sale/nivelles/1400/20035229,4,4,,Villa,,1196,,1400 Nivelles,,13,Hyper equipped,Good,No,,,,Villa,549000
https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20015162,3,4,,House,,240,,9600 Ronse,,20,Hyper equipped,Good,No,,,,House,590000
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/anderlecht/1070/11364149,2,3,,Mixed-use building,,,,1070 Anderlecht,,,Hyper equipped,Good,No,,,,Mixed-use building,595000
https://www.immoweb.be/en/classified/house/for-sale/herent/3020/20168121,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/villa/for-sale/woluwe-saint-pierre/1150/11376602,4,4,,Villa,,150,,1150 Woluwe-Saint-Pierre,,20,Hyper equipped,Good,No,,,,Villa,795000
https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/20079978,4,4,,Villa,,1000,,1180 Uccle,,45,Hyper equipped,As new,No,,,,Villa,1375000
https://www.immoweb.be/en/classified/villa/for-sale/kraainem/1950/10946840,4,5,,Villa,,700,,1950 Kraainem,,50,Installed,To renovate,No,,,,Villa,1390000
https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-lambert/1200/20228088,2,5,Yes,House,,650,,1200 Woluwe-Saint-Lambert,,,Semi equipped,To renovate,No,,,,House,1490000
https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/20140498,4,5,,Villa,,3200,,1180 Uccle,,150,Hyper equipped,To be done up,,,,,Villa,2150000
https://www.immoweb.be/en/classified/house/for-sale/sint-niklaas/9100/20279263,2,6,,House,,,,9100 Sint-Niklaas,,,Hyper equipped,Just renovated,No,,,,House,239000
https://www.immoweb.be/en/classified/bungalow/for-sale/juprelle/4452/20200190,4,4,,Bungalow,,200,,4452 Juprelle,,30,Installed,Good,No,,,,Bungalow,320000
https://www.immoweb.be/en/classified/house/for-sale/brugelette/7940/20222306,,2,,House,,379,,7940 BRUGELETTE,,,Not installed,To renovate,,,,,House,139000
https://www.immoweb.be/en/classified/house/for-sale/kortrijk/8500/20307504,3,3,Yes,House,,,,8500 Kortrijk,,,,As new,,,,,House,245000
https://www.immoweb.be/en/classified/house/for-sale/de-haan/8420/20304678,,2,,House,,,,8420 De Haan,,,,Good,,,,,House,325000
https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/20308191,,3,Yes,House,,,,1300 WAVRE,,,,,,,,,House,375000
https://www.immoweb.be/en/classified/house/for-sale/bierges/1301/20308190,,3,Yes,House,,,,1301 BIERGES,,,,,,,,,House,375000
https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/20308071,4,,Yes,House,,,,9700 Oudenaarde,,,,To renovate,,,,,House,548000
https://www.immoweb.be/en/classified/house/for-sale/gits/8830/20285829,,4,Yes,House,,,,8830 Gits,,,Installed,To be done up,,,,,House,219000
https://www.immoweb.be/en/classified/house/for-sale/hooglede/8830/20285819,,3,Yes,House,,,,8830 Hooglede,,,Installed,To be done up,,,,,House,249000
https://www.immoweb.be/en/classified/house/for-sale/flemalle/4400/20289906,4,2,Yes,House,,140,,4400 FL�MALLE,,,Not installed,,,,,,House,275000
https://www.immoweb.be/en/classified/house/for-sale/lierde/9570/20289080,4,4,Yes,House,,,,9570 Lierde,,,Installed,Good,,,,,House,349000
https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/20285812,,4,,House,,,,8800 Roeselare,,,Installed,Good,,,,,House,375000
https://www.immoweb.be/en/classified/farmhouse/for-sale/zwalm/9630/20290917,,3,,Farmhouse,,,,9630 Zwalm,,,,To renovate,,,,,Farmhouse,390000
https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/20285826,,3,,House,,,,8800 Roeselare,,,Installed,Good,,,,,House,398000
https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/20285807,,3,,House,,,,8800 Roeselare,,,Installed,Good,,,,,House,398000
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/lierde/9570/20288898,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/lierde/9570/20288891,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/oosterzele/9860/20288951,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/oosterzele/9860/20288943,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/sint-kruis/8310/20290857,,4,,House,,,,8310 Sint-Kruis,,,,Good,,,,,House,990000
https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/20289819,4,4,Yes,House,,313,,8300 Knokke-Heist,,,Installed,As new,,,,,House,2645000
https://www.immoweb.be/en/classified/house/for-sale/ferrieres/4190/20195825,2,3,Yes,House,,1453,,4190 Ferri�res,,,Semi equipped,Good,No,,,,House,239000
https://www.immoweb.be/en/classified/house/for-sale/petegem-aan-de-leie/9800/20267623,4,3,,House,,,,9800 Petegem-aan-de-Leie,,,Not installed,To renovate,No,,,,House,350000
https://www.immoweb.be/en/classified/house/for-sale/lede/9340/20268654,2,3,,House,,330,,9340 LEDE,,30,USA hyper equipped,Just renovated,,,,,House,356000
https://www.immoweb.be/en/classified/house/for-sale/herent/3020/20270068,,4,,House,,,,3020 Herent,,48,Installed,Good,No,,,,House,379000
https://www.immoweb.be/en/classified/house/for-sale/sint-lievens-houtem/9520/20293792,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/carnieres/7141/20315991,2,4,,House,,150,,,,,Not installed,To renovate,,,,,House,100000
https://www.immoweb.be/en/classified/house/for-sale/anderlecht/1070/20312371,2,2,,House,,,,1070 Anderlecht,,,Not installed,To renovate,No,,,,House,249000
https://www.immoweb.be/en/classified/farmhouse/for-sale/trois-ponts/4980/20312196,,3,,Farmhouse,,,,4980 Trois-Ponts,,,Installed,To be done up,No,,,,Farmhouse,265000
https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/20315523,2,3,Yes,House,,40,,9300 Aalst,,,Installed,To be done up,,,,,House,279000
https://www.immoweb.be/en/classified/house/for-sale/aalst-erembodegem/9320/20315430,2,3,Yes,House,,40,,9320 Aalst Erembodegem,,,Installed,To be done up,,,,,House,279000
https://www.immoweb.be/en/classified/house/for-sale/denderleeuw-welle/9473/20316859,3,1,Yes,House,,,,9473 Denderleeuw Welle,,,,To renovate,,,,,House,295000
https://www.immoweb.be/en/classified/house/for-sale/sint-andries/8200/20316733,4,2,,House,,,,8200 Sint-Andries,,,,Good,,,,,House,355000
https://www.immoweb.be/en/classified/house/for-sale/zwijndrecht/2070/20314938,3,3,,House,,,,2070 Zwijndrecht,,,,To renovate,,,,,House,375000
https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/20258341,2,4,,House,,120,,2800 MECHELEN,,10,Installed,Just renovated,,,,,House,389000
https://www.immoweb.be/en/classified/apartment-block/for-sale/saint-josse-ten-noode/1210/20246780,3,8,,Apartment block,,30,,1210 Saint-Josse-ten-Noode,,,,To be done up,No,,,,Apartment block,549000
https://www.immoweb.be/en/classified/villa/for-sale/rumst/2840/20316653,4,2,Yes,Villa,,1300,,2840 Rumst,,,Hyper equipped,,No,,,,Villa,675000
https://www.immoweb.be/en/classified/country-cottage/for-sale/arc-ainieres/7910/20316322,4,5,Yes,Country house,,,,,,,Semi equipped,To renovate,,,,,Country house,1185000
https://www.immoweb.be/en/classified/exceptional-property/for-sale/ottignies-louvain-la-neuve/1340/20316277,4,6,,Exceptional property,,,,,,,Installed,Good,,,,,Exceptional property,1300000
https://www.immoweb.be/en/classified/villa/for-sale/deurle/9831/20315182,4,4,Yes,Villa,,,,9831 Deurle,,,,Good,,,,,Villa,2200000
https://www.immoweb.be/en/classified/country-cottage/for-sale/hastiere/5542/20297803,,2,,Country house,,211,,5542 Hasti�re,,12,,Good,,,,,Country house,60000
https://www.immoweb.be/en/classified/house/for-sale/dinant/5500/20297659,2,4,,House,,183,,5500 Dinant,,16,,Good,,,,,House,159000
https://www.immoweb.be/en/classified/house/for-sale/leopoldsburg/3970/20300220,,2,Yes,House,,,,3970 Leopoldsburg,,,,,No,,,,House,183000
https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/20297171,,4,Yes,House,,,,8870 Izegem,,,,,,,,,House,199500
https://www.immoweb.be/en/classified/house/for-sale/dinant/5500/20297658,2,4,,House,,450,,5500 Dinant,,49,,Just renovated,,,,,House,345000
https://www.immoweb.be/en/classified/house/for-sale/ciney/5590/20299048,4,4,,House,,1191,,5590 Ciney,,41,,Just renovated,,,,,House,380000
https://www.immoweb.be/en/classified/house/for-sale/liers/4042/20297968,2,4,,House,,120,,4042 Liers,,35,Installed,As new,No,,,,House,425000
https://www.immoweb.be/en/classified/house/for-sale/asper/9890/20299877,,2,Yes,House,,,,9890 Asper,,,Hyper equipped,,,,,,House,475000
https://www.immoweb.be/en/classified/house/for-sale/kallo-9120/9120/20297129,,8,Yes,House,,,,9120 Kallo (9120),,,,Good,No,,,,House,810000
https://www.immoweb.be/en/classified/house/for-sale/brussel/1000/20299782,,5,,House,,100,,1000 BRUSSEL,,,Semi equipped,To be done up,,,,,House,1175000
https://www.immoweb.be/en/classified/mansion/for-sale/gent/9000/20299098,2,4,,Mansion,,16,,9000 GENT,,20,Hyper equipped,,,,,,Mansion,1285000
https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/20275566,,3,Yes,House,,,,2800 Mechelen,,,Installed,To be done up,,,,,House,345000
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20275555,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/destelbergen/9070/20275557,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/20277815,2,4,,House,,,,2800 MECHELEN,,20,Hyper equipped,Good,,,,,House,549000
https://www.immoweb.be/en/classified/house/for-sale/erpe-mere/9420/20276960,3,5,,House,,,,9420 ERPE-MERE,,,Hyper equipped,Good,,,,,House,
https://www.immoweb.be/en/classified/house/for-sale/erpe-mere/9420/20278136,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/dendermonde/9200/20247737,,3,,House,,,,9200 Dendermonde,,,,To renovate,,,,,House,239000
https://www.immoweb.be/en/classified/house/for-sale/herent/3020/20251360,,2,,House,,380,,3020 Herent,,15,Installed,To be done up,No,,,,House,409000
https://www.immoweb.be/en/classified/house/for-sale/bassenge/4690/20230488,3,4,,House,,520,,4690 Bassenge,,55,Hyper equipped,As new,No,,,,House,475000
https://www.immoweb.be/en/classified/villa/for-sale/lasne/1380/20251318,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20305696,2,3,,House,,,,4100 Seraing,,,,,No,,,,House,189000
https://www.immoweb.be/en/classified/house/for-sale/villers-le-temple/4550/20303292,,2,,House,,415,,4550 VILLERS-LE-TEMPLE,,,,To renovate,,,,,House,199000
https://www.immoweb.be/en/classified/house/for-sale/deinze/9800/20304458,3,3,Yes,House,,,,9800 Deinze,,,Semi equipped,To be done up,No,,,,House,279000
https://www.immoweb.be/en/classified/house/for-sale/tournai/7500/20303724,2,4,,House,,,,7500 Tournai,,15,Installed,Good,,,,,House,450000
https://www.immoweb.be/en/classified/house/for-sale/brecht-sint-lenaarts/2960/20305197,3,3,Yes,House,,,,2960 Brecht Sint-Lenaarts,,,Hyper equipped,As new,No,,,,House,475000
https://www.immoweb.be/en/classified/apartment-block/for-sale/saint-nicolas-tilleur/4420/20286758,2,4,,Apartment block,,,,4420 Saint-Nicolas Tilleur,,,Not installed,Good,No,,,,Apartment block,119000
https://www.immoweb.be/en/classified/house/for-sale/erpe-mere/9420/20286685,3,3,,House,,,,9420 Erpe-Mere,,,Not installed,To renovate,No,,,,House,195000
https://www.immoweb.be/en/classified/house/for-sale/marke/8510/20285503,,3,Yes,House,,,,8510 Marke,,,,Good,No,,,,House,288400
https://www.immoweb.be/en/classified/house/for-sale/marke/8510/20285502,,3,Yes,House,,,,8510 Marke,,,,Good,No,,,,House,303400
https://www.immoweb.be/en/classified/house/for-sale/marke/8510/20285504,,3,Yes,House,,,,8510 Marke,,,,Good,No,,,,House,309600
https://www.immoweb.be/en/classified/country-cottage/for-sale/ellezelles/7890/20287478,4,3,Yes,Country house,,,,7890 ELLEZELLES,,,Installed,Good,,,,,Country house,498000
https://www.immoweb.be/en/classified/house/for-sale/wondelgem/9032/20283335,,3,,House,,226,,9032 Wondelgem,,,,Good,,,,,House,795000
https://www.immoweb.be/en/classified/house/for-sale/hamme-9220/9220/20272747,,3,,House,,42,,9220 Hamme (9220),,,Installed,Good,No,,,,House,269000
https://www.immoweb.be/en/classified/house/for-sale/ramillies-offus/1367/20268519,4,4,,House,,,,1367 RAMILLIES-OFFUS,,20,Installed,Good,,,,,House,325000
https://www.immoweb.be/en/classified/house/for-sale/hoevenen/2940/20272698,,3,,House,,301,,2940 Hoevenen,,,Installed,To be done up,No,,,,House,350000
https://www.immoweb.be/en/classified/villa/for-sale/plombieres/4852/20251427,4,4,,Villa,,510,,4852 Plombi�res,,20,Installed,Good,No,,,,Villa,389000
https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-lambert/1200/20228145,2,3,,House,,52,,1200 Woluwe-Saint-Lambert,,14,Not installed,To renovate,No,,,,House,415000
https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20270326,4,4,Yes,House,,,,9600 Ronse,,,,Good,No,,,,House,585000
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/malmedy/4960/20179306,3,7,,Mixed-use building,,2442,,4960 Malmedy,,50,Installed,Good,,,,,Mixed-use building,595000
