URL,Number of rooms,Surface area of the plot of land,State of the building,Type of property,Garden Area,Fully equipped kitchen,Price,Garden,Surface of the land,Locality,Subtype of property,Living Area,Furnished,Number of facades,Terrace,Open fire,Terrace Area,Swimming pool
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ronse/9600/20198446,,,,La Margarita,,,From175000To254000,,,9600 Ronse,La Margarita,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/mons/7000/10987022,,,,ASTRA  Mons,,,From175610To787720,,,7000 Mons,ASTRA  Mons,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/liege/4000/10541515,,,,Privilegia Bloc A,,,From179730To429013,,,,Privilegia Bloc A,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/desselgem/8792/10107991,,,,Albert & Jerome,,,From179900To329900,,,8792 Desselgem,Albert & Jerome,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/diksmuide/8600/11180304,,,,Residentie Stella,,,From182000To391000,,,8600 Diksmuide,Residentie Stella,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/fleurus/6220/11325796,,,,Quartier Renaissance - Résidence Cortona,,,From185500To325500,,,6220 FLEURUS,Quartier Renaissance - Résidence Cortona,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oostende/8400/11236099,,,,Residentie Pigeon,,,From189000To355000,,,8400 Oostende,Residentie Pigeon,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/lummen/3560/11126414,,,,Klaver,,,From190000To555000,,,3560 Lummen,Klaver,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/fleurus/6220/11325797,,,,Quartier Renaissance - Résidence Arezzo,,,From192500To315500,,,6220 FLEURUS,Quartier Renaissance - Résidence Arezzo,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/izegem/8870/11461971,,,,Blauwpoorte - Kasteeltoren 1,,,From192500To530000,,,8870 Izegem,Blauwpoorte - Kasteeltoren 1,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/schoppach/6700/9392803,,,,Schoppach,,,From193000To385500,,,6700 Schoppach,Schoppach,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/turnhout/2300/11068306,,,,,,,From194900To466600,,,2300 Turnhout,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/puurs/2870/20197526,,,,Nobile,,,From195000To440500,,,2870 PUURS,Nobile,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/diksmuide/8600/11143619,,,,Residentie 'Het zonnig hoekje',,,From195378To359914,,,8600 Diksmuide,Residentie 'Het zonnig hoekje',,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/aalst-9300/9300/10981361,,,,,,,From197650To428350,,,9300 Aalst (9300),,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oostende/8400/11289380,,,,,,,From198500To335000,,,8400 Oostende,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/molenbeek-saint-jean/1080/20177721,,,,AGATHA GARDEN,,,From199000To535000,,,1080 Molenbeek-Saint-Jean,AGATHA GARDEN,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/wommelgem/2160/20163241,,,,The One 16,,,From199000To325000,,,2160 Wommelgem,The One 16,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/merelbeke/9820/20015945,,,,De Wisselaar,,,From200000To730000,,,9820 Merelbeke,De Wisselaar,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/antwerpen/2000/11425869,,,,Campus Venusstraat,,,From203634To746879,,,,Campus Venusstraat,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/sint-truiden/3800/11433664,,,,Odria,,,From205000To815000,,,3800 Sint-Truiden,Odria,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/tongeren/3700/20240210,,,,,,,From207000To281000,,,3700 Tongeren,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/wevelgem/8560/10650440,,,,,,,From209000To279000,,,8560 Wevelgem,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/lebbeke/9280/20196678,,,,Veldekenspark,,,From209500To414000,,,9280 Lebbeke,Veldekenspark,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/diegem/1831/10623824,,,,De Lediaan,,,From210000To359000,,,1831 Diegem,De Lediaan,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ieper/8900/10153030,,,,,,,From210253To224620,,,8900 Ieper,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/forest/1190/11462576,,,,GREEN FOREST - APPARTEMENTS,,,From211150To652000,,,1190 Forest,GREEN FOREST - APPARTEMENTS,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/lier/2500/20183482,,,,O3 SHIFT Lier,,,From214748To425394,,,2500 LIER,O3 SHIFT Lier,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/dilbeek/1700/20132197,,,,Residentie Wivina,,,From215000To330000,,,1700 Dilbeek,Residentie Wivina,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/leopoldsburg/3970/20224283,,,,Woonerf Karmel,,,From215000To430000,,,3970 LEOPOLDSBURG,Woonerf Karmel,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/geel/2440/10991297,,,,Geel - Station,,,From215134To391522,,,2440 GEEL,Geel - Station,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oudenburg/8460/10717652,,,,Residentie Bordeleau,,,From215690To495950,,,8460 Oudenburg,Residentie Bordeleau,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/izegem/8870/20149563,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/avelgem/8580/9579313,,,,Residentie Meersenzicht (Avelgem),,,From216315To407992,,,8580 Avelgem,Residentie Meersenzicht (Avelgem),,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bruxelles/1000/20027549,,,,"""Cambre Student Living""",,,From216500To265500,,,1000 Bruxelles,"""Cambre Student Living""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/brussels-city/1000/9881253,,,,Cambre Student Living,,,From216500To265500,,,1000 Brussels City,Cambre Student Living,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/roeselare/8800/11137474,,,,,,,From216846To360820,,,8800 Roeselare,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/beveren/9120/11414733,,,,Het Perron,,,From217500To395000,,,9120 Beveren,Het Perron,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/denderleeuw/9470/10820326,,,,Denderlink,,,From217500To322500,,,9470 Denderleeuw,Denderlink,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/wommelgem/2160/20112112,,,,Hof De Gavre,,,From219000To329000,,,2160 Wommelgem,Hof De Gavre,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oostende/8400/11145905,,,,Residentie Amandine,,,From219000To414000,,,8400 Oostende,Residentie Amandine,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ieper/8900/10538402,,,,Nieuwbouwappartementen te koop in de Meenseweg/Zon,,,From219500To289500,,,8900 Ieper,Nieuwbouwappartementen te koop in de Meenseweg/Zon,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/willebroek/2830/20128775,,,,Residentie Parkzicht,,,From220000To515000,,,2830 WILLEBROEK,Residentie Parkzicht,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/leuven/3000/20133423,,,,DST,,,From220000To235000,,,3000 Leuven,DST,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/leuven/3000/11361460,,,,,,,From220000To285000,,,3000 Leuven,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/namur/5000/11476079,,,,"""Nanon""",,,From220000To340000,,,5000 Namur,"""Nanon""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/deurne-2100/2100/20021304,,,,VONK,,,From220300To338600,,,2100 Deurne (2100),VONK,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/boekhoute/9961/10588068,,,,,,,From224750To339750,,,9961 Boekhoute,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/middelkerke/8430/20116817,,,,Skyfall,,,From225000To475000,,,8430 MIDDELKERKE,Skyfall,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/izegem/8870/11354491,,,,Dac'art,,,From225000To269000,,,8870 Izegem,Dac'art,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/seneffe/7180/20244360,,,,LES DEUX ECLUSES PHASE IIb,,,From229000To597000,,,,LES DEUX ECLUSES PHASE IIb,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/helecine/1357/11124841,,,,Hélécine - Chaussée de Hannut,,,From229500To327500,,,1357 Hélécine,Hélécine - Chaussée de Hannut,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/vaux-sur-sure/6640/11072139,,,,"Résidence ""Cobreville""",,,From229900To249900,,,6640 Vaux-sur-Sûre,"Résidence ""Cobreville""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/marche-en-famenne/6900/11345548,,,,LES HAUTS DE LA GARE,,,From231000To315400,,,6900 Marche-en-Famenne,LES HAUTS DE LA GARE,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/anderlecht/1070/20196955,,,,Park - Erasmus Gardens,,,From233000To565000,,,1070 Anderlecht,Park - Erasmus Gardens,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/anderlecht/1070/11345847,,,,Erasmus Gardens,,,From233000To565000,,,1070 Anderlecht,Erasmus Gardens,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oostende/8400/11188508,,,,Residentie Glasgow,,,From235000To395000,,,8400 Oostende,Residentie Glasgow,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oostende/8400/10594811,,,,Residentie Margaux,,,From235000To590000,,,8400 Oostende,Residentie Margaux,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/koersel/3582/20224291,,,,Woonerf Corcela,,,From236000To410000,,,3582 KOERSEL,Woonerf Corcela,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/namur/5000/20106192,,,,Les Canopées phase 2,,,From237000To895000,,,5000 NAMUR,Les Canopées phase 2,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/virton/6760/10257238,,,,"Résidence "" LA VERTE VALLEE """,,,From238000To427000,,,6760 Virton,"Résidence "" LA VERTE VALLEE """,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/geel/2440/20223478,,,,Residentie Moulart,,,From238400To435700,,,2440 GEEL,Residentie Moulart,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/koninksem/3700/10498266,,,,Hoeve Brone,,,From239500To412500,,,3700 Koninksem,Hoeve Brone,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/libin/6890/11120115,,,,"Résidence ""Renouveau""",,,From239900To328500,,,6890 Libin,"Résidence ""Renouveau""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/evere/1140/20050405,,,,"""Artico""",,,From240000To528000,,,1140 Evere,"""Artico""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/brugge/8000/11099780,,,,Residentie Estée,,,From240000To630000,,,8000 Brugge,Residentie Estée,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/deerlijk/8540/10562939,,,,,,,From240000To293311,,,8540 Deerlijk,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/roeselare/8800/11323814,,,,,,,242662,,,8800 Roeselare,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/turnhout/2300/20165689,,,,Residentie Jacobsmarkt,,,From243000To499000,,,2300 TURNHOUT,Residentie Jacobsmarkt,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/lierde/9570/20159673,,,,Project Kouterveld,,,From244400To466500,,,9570 Lierde,Project Kouterveld,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/mettet/5640/20027721,,,,"RESIDENCE ""LA MERLETTE""",,,From245000To310000,,,5640 METTET,"RESIDENCE ""LA MERLETTE""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/arlon/6700/20195507,,,,BLANCS PRES - RESIDENCE AZUR,,,From245000To390000,,,6700 ARLON,BLANCS PRES - RESIDENCE AZUR,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/kortrijk/8500/20250514,,,,Cortile (A),,,From245000To541000,,,8500 Kortrijk,Cortile (A),,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/astene/9800/20230844,,,,Kapellehof,,,From245000To650000,,,9800 Astene,Kapellehof,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/beveren-waas/9120/11060982,,,,,,,From245900To359500,,,9120 Beveren-Waas,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/meulebeke/8760/10833127,,,,Residentie De Swaene,,,247500,,,8760 Meulebeke,Residentie De Swaene,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/zandhoven/2240/20215908,,,,Residentie Veertien,,,From249000To449000,,,2240 ZANDHOVEN,Residentie Veertien,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/rumst/2840/11345010,,,,RESIDENTIE REMI,,,From249000To349000,,,2840 RUMST,RESIDENTIE REMI,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/fernelmont-cortil-wodon/5380/20063101,,,,Les Etendues de Cortil,,,From249000To475000,,,,Les Etendues de Cortil,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/libramont-chevigny/6800/10087847,,,,"Résidence ""Les Alisiers""",,,Noprice,,,6800 Libramont-Chevigny,"Résidence ""Les Alisiers""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/veurne/8630/20229955,,,,,,,From249000To399500,,,8630 Veurne,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/kontich/2550/10954134,,,,RESIDENTIE MARIËNHOOF,,,From249272To362365,,,2550 Kontich,RESIDENTIE MARIËNHOOF,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bertrix/6880/11130804,,,,Résidence des Fées,,,From249900To299600,,,6880 Bertrix,Résidence des Fées,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/namur/5000/11470761,,,,"""Equinox Namur""",,,From250000To322000,,,5000 Namur,"""Equinox Namur""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/jambes/5100/11464527,,,,"""Equinox Jambes""",,,From250000To322000,,,5100 Jambes,"""Equinox Jambes""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/lier/2500/20183488,,,,De Schom,,,252000,,,2500 Lier,De Schom,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/westende/8434/20157364,,,,Cenakel,,,From252000To750000,,,8434 Westende,Cenakel,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bredene/8450/10201860,,,,Duett,,,From253000To349000,,,8450 Bredene,Duett,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/marche-en-famenne/6900/11171800,,,,Résidence Pavillon Marsault,,,From254900To324900,,,6900 Marche-en-Famenne,Résidence Pavillon Marsault,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/antwerpen/2018/11219764,,,,Woonerf De Confiserie,,,From255000To999000,,,2018 Antwerpen,Woonerf De Confiserie,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/jambes/5100/20032227,,,,"""Artemis - Jambes""",,,From255000To369000,,,5100 Jambes,"""Artemis - Jambes""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/de-panne/8660/10478950,,,,Residentie Mond'eau,,,From255000To995000,,,8660 De Panne,Residentie Mond'eau,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/deinze/9800/20239864,,,,Liv De Molens,,,From255000To550000,,,9800 Deinze,Liv De Molens,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/arlon/6700/20195522,,,,RESIDENCE DU MARCHE AU BEURRE,,,From256000To299500,,,6700 ARLON,RESIDENCE DU MARCHE AU BEURRE,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/heusden-zolder/3550/11027705,,,,,,,From256500To354750,,,3550 Heusden-Zolder,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/turnhout/2300/20100341,,,,HEIZIJDE Appartementen,,,From259000To292500,,,2300 Turnhout,HEIZIJDE Appartementen,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/middelkerke/8430/20046584,,,,Residentie Ribera,,,From259000To390000,,,8430 Middelkerke,Residentie Ribera,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/temse/9140/20187422,,,,Krijgsbaan 167,,,From259000To398000,,,9140 Temse,Krijgsbaan 167,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/turnhout/2300/20100343,,,,EMERALD by Heizijde,,,From259146To578255,,,2300 Turnhout,EMERALD by Heizijde,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/liege/4000/11188674,,,,RIVES ARDENTES,,,From260000To430000,,,4000 Liège,RIVES ARDENTES,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/blankenberge/8370/9930168,,,,Vista Mare,,,From260000To360000,,,8370 Blankenberge,Vista Mare,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/gent/9000/11433944,,,,Bloei,,,From260000To450000,,,9000 Gent,Bloei,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/gent/9051/11433923,,,,Bloei,,,From260000To450000,,,9051 Gent,Bloei,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/sinaai/9112/20091034,,,,De Melkerij,,,From260000To317000,,,9112 Sinaai,De Melkerij,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/aalst-9300/9300/20134464,,,,NINO,,,From260250To304000,,,,NINO,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/erembodegem/9320/20124735,,,,NINO,,,From260250To304000,,,,NINO,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/middelkerke/8430/20140174,,,,Residentie Ijzerparel,,,From261000To392000,,,8430 Middelkerke,Residentie Ijzerparel,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oudenaarde/9700/11430253,,,,Irish Pipes,,,From262000To329000,,,9700 Oudenaarde,Irish Pipes,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/blankenberge/8370/11413071,,,,Parkville,,,From262250To354750,,,8370 Blankenberge,Parkville,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ieper/8900/11477971,,,,,,,From262550To380000,,,8900 Ieper,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ruisbroek/2870/20181044,,,,Pullaire,,,From263832To277966,,,2870 RUISBROEK,Pullaire,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/halle/1500/20119562,,,,Residentie Kwikstaart,,,From264000To408000,,,1500 Halle,Residentie Kwikstaart,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bruxelles/1000/10853252,,,,UNIQ - QUAI AU FOIN,,,From265000To1495000,,,1000 Bruxelles,UNIQ - QUAI AU FOIN,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bruxelles/1000/10455137,,,,UNIQ,,,From265000To1495000,,,1000 Bruxelles,UNIQ,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/uccle/1180/20144191,,,,LES STUDIOS DU CARRE COGHEN,,,From265000To280000,,,1180 Uccle,LES STUDIOS DU CARRE COGHEN,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/woluwe-st-lambert/1200/10982614,,,,Twin Falls,,,From265000To1095000,,,1200 Woluwe-St-Lambert,Twin Falls,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/herenthout/2270/20210145,,,,Woonproject Diamant te Herenthout - Appartementen,,,From265000To299000,,,2270 HERENTHOUT,Woonproject Diamant te Herenthout - Appartementen,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/geraardsbergen/9500/20091122,,,,Residentie Jacqueline,,,From265000To280000,,,9500 Geraardsbergen,Residentie Jacqueline,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/sint-niklaas/9100/20197770,,,,Filteint blok IV - Sisal,,,From266000To398000,,,9100 SINT-NIKLAAS,Filteint blok IV - Sisal,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/liege/4000/10740288,,,,Liege - Grand Leopold,,,From267000To480500,,,4000 LIÈGE,Liege - Grand Leopold,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/woluwe-saint-lambert/1200/20194252,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/nijlen/2560/11137425,,,,Residentie De Zavel,,,From267400To316700,,,2560 Nijlen,Residentie De Zavel,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/hasselt/3500/11159831,,,,,,,From267500To455000,,,3500 Hasselt,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/brugge/8000/10888423,,,,Nieuwbouwproject Kolenkaai te Brugge,,,From267500To642500,,,8000 Brugge,Nieuwbouwproject Kolenkaai te Brugge,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/rocourt/4000/10740285,,,,Rocourt - Les Jardins du Terril,,,From268589To353976,,,4000 ROCOURT,Rocourt - Les Jardins du Terril,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/turnhout/2300/20164019,,,,Woonerf De Pastorij,,,From269000To355000,,,2300 Turnhout,Woonerf De Pastorij,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/mol/2400/20215884,,,,Kleinschalig project Corbiestraat 1,,,From269000To331000,,,2400 MOL,Kleinschalig project Corbiestraat 1,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/vise/4600/10718230,,,,"Visé, Rue de Jupille (projet neuf)",,,From269000To369000,,,4600 Vise,"Visé, Rue de Jupille (projet neuf)",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/beveren/9120/11250200,,,,Meerminnendam,,,From269000To359000,,,9120 Beveren,Meerminnendam,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bertrix/6880/11086290,,,,"Résidence ""Nina""",,,269900,,,6880 Bertrix,"Résidence ""Nina""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/uccle/1180/11415608,,,,"PROJET ""CANOPEE""",,,From270000To995000,,,1180 Uccle,"PROJET ""CANOPEE""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ichtegem/8480/11463652,,,,Orion,,,From270000To275000,,,8480 Ichtegem,Orion,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/erembodegem/9320/10913773,,,,,,,From270000To375000,,,9320 Erembodegem,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/lubbeek/3210/11008698,,,,Martinus,,,From271137To355054,,,3210 Lubbeek,Martinus,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/lubbeek/3210/10735129,,,,Martinus,,,From271137To355054,,,3210 Lubbeek,Martinus,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/auderghem/1160/20177362,,,,Moonrise,,,From271700To936600,,,1160 Auderghem,Moonrise,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/auderghem/1160/20177228,,,,MOONRISE,,,From271700To936600,,,1160 Auderghem,MOONRISE,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/schaerbeek/1030/20019700,,,,IKE'S CORNER,,,From273000To455000,,,1030 Schaerbeek,IKE'S CORNER,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/geraardsbergen/9500/10884410,,,,,,,273132,,,9500 Geraardsbergen,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/hemiksem/2620/11457297,,,,Residentie Kerkeneinde,,,From274000To350000,,,2620 HEMIKSEM,Residentie Kerkeneinde,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/puurs-sint-amands/2870/10915726,,,,,,,From274000To409000,,,2870 Puurs-Sint-Amands,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/eeklo/9900/11106525,,,,,,,From274668To355277,,,9900 Eeklo,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/marche-en-famenne/6900/11171807,,,,Résidence Arborescence,,,From274900To399900,,,6900 Marche-en-Famenne,Résidence Arborescence,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/eupen/4700/11173335,,,,,,,From275000To356500,,,4700 Eupen,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/brugge/8000/11421828,,,,Residentie Gendarmerie,,,From275000To688280,,,8000 Brugge,Residentie Gendarmerie,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/brugge/8000/11169001,,,,Residentie De Gendarmerie - Volume A,,,From275000To688280,,,8000 Brugge,Residentie De Gendarmerie - Volume A,,,,,,,
