URL,Terrace Area,Living Area,State of the building,Price,Swimming pool,Type of property,Open fire,Furnished,Terrace,Garden,Number of facades,Number of rooms,Subtype of property,Fully equipped kitchen,Locality,Garden Area,Surface of the land,Surface area of the plot of land
https://www.immoweb.be/en/classified/house/for-sale/leuven-wijgmaal/3018/20279220,10,,Good,423000,,House,,No,,,4,5,House,Hyper equipped,3018 Leuven Wijgmaal,300,,
https://www.immoweb.be/en/classified/house/for-sale/dinant/5500/20209587,108,,Good,425000,,House,,,,,3,5,House,,5500 Dinant,1199,,
https://www.immoweb.be/en/classified/bungalow/for-sale/ternat/1740/20205716,20,,Good,429000,,Bungalow,,No,,,4,2,Bungalow,Hyper equipped,1740 Ternat,350,,
https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2000/20282472,6,,As new,449000,,House,,No,,,2,2,House,Installed,2000 Antwerpen,,,
https://www.immoweb.be/en/classified/mansion/for-sale/sint-niklaas/9100/20241630,,,Just renovated,449000,,Mansion,,,Yes,,,3,Mansion,,9100 Sint-Niklaas,,,
https://www.immoweb.be/en/classified/villa/for-sale/mons-saint-symphorien/7030/20282913,55,,As new,450000,,Villa,,No,,,4,5,Villa,Installed,7030 Mons Saint-Symphorien,1575,,
https://www.immoweb.be/en/classified/house/for-sale/kruibeke/9150/20266316,30,,As new,465000,,House,,No,,,3,6,House,Hyper equipped,9150 Kruibeke,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/sint-gillis-waas/9170/20266097,,,Good,475000,,Apartment block,,,,,4,4,Apartment block,Installed,9170 Sint-Gillis-Waas,,,
https://www.immoweb.be/en/classified/house/for-sale/genappe/1470/20250671,,,,495000,,House,,No,,,4,4,House,,1470 Genappe,,,
https://www.immoweb.be/en/classified/villa/for-sale/braine-lalleud/1420/20258141,25,,,510000,,Villa,,No,,,4,3,Villa,,1420 Braine-l'Alleud,,,
https://www.immoweb.be/en/classified/house/for-sale/gent/9040/20282962,15,,As new,515000,,House,,No,,,2,4,House,Installed,9040 Gent,75,,
https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-lambert/1200/20251387,10,,To renovate,529000,,House,,No,,,2,6,House,Not installed,1200 Woluwe-Saint-Lambert,100,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/brussel/1000/20260931,,,Just renovated,550000,,Apartment block,,No,,,2,6,Apartment block,Hyper equipped,1000 Brussel,,,
https://www.immoweb.be/en/classified/house/for-sale/asse/1730/20155746,25,,Good,569000,,House,,No,,,4,3,House,Installed,1730 Asse,800,,
https://www.immoweb.be/en/classified/house/for-sale/meise/1860/20150305,13,,Good,590000,,House,,No,,,2,4,House,Hyper equipped,1860 Meise,310,,
https://www.immoweb.be/en/classified/villa/for-sale/brugge/8310/20231804,50,,To be done up,599000,,Villa,,No,,,4,4,Villa,Installed,8310 Brugge,550,,
https://www.immoweb.be/en/classified/town-house/for-sale/saint-gilles/1060/20189114,1square meter,,Good,635000,,Town-house,,,,,2,5,Town-house,,1060 Saint-Gilles,,,
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20284767,30,,,649000,,House,,No,,,4,5,House,Hyper equipped,9500 Geraardsbergen,3200,,
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9506/20284768,30,,,649000,,House,,No,,,4,5,House,Hyper equipped,9506 Geraardsbergen,3200,,
https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/20265762,,,Good,695000,,House,,,Yes,,2,5,House,Installed,8300 Knokke-Heist,55,,
https://www.immoweb.be/en/classified/villa/for-sale/meise/1861/20216233,,,,720000,,Villa,,,Yes,,4,5,Villa,Hyper equipped,1861 Meise,,,
https://www.immoweb.be/en/classified/house/for-sale/brugge/8310/20278992,10,,Just renovated,795000,,House,,No,,,4,3,House,Hyper equipped,8310 Brugge,350,,
https://www.immoweb.be/en/classified/villa/for-sale/affligem/1790/20218739,,,Good,890000,,Villa,,No,Yes,,4,4,Villa,Installed,1790 Affligem,3000,,
https://www.immoweb.be/en/classified/villa/for-sale/jette/1090/20233588,,,To be done up,895000,,Villa,,,Yes,,4,5,Villa,,1090 Jette,300,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/mechelen/2800/20253462,35,,To be done up,995000,,Mixed-use building,,No,,,2,8,Mixed-use building,Installed,2800 Mechelen,130,,
https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/20285274,,,Good,1195000,,House,,,,,,4,House,,8300 Knokke-Heist,,,
https://www.immoweb.be/en/classified/house/for-sale/etterbeek/1040/20214965,23,,As new,1950000,,House,,No,,,3,4,House,Installed,,200,,
https://www.immoweb.be/en/classified/house/for-sale/ingelmunster/8770/20272906,,,To be done up,189000,,House,,,,,,3,House,,8770 Ingelmunster,,,
https://www.immoweb.be/en/classified/house/for-sale/zottegem/9620/20203065,,,To renovate,249900,,House,,No,Yes,,4,2,House,Installed,9620 Zottegem,,,
https://www.immoweb.be/en/classified/house/for-sale/laarne/9270/20275131,,,To be done up,274000,,House,,,Yes,,3,3,House,Installed,9270 LAARNE,,,
https://www.immoweb.be/en/classified/house/for-sale/munte/9820/20274930,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/borgerhout/2140/20272954,,,As new,399000,,House,,No,,,2,4,House,Installed,2140 Borgerhout,38,,
https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-lambert/1200/20185843,5,,To be done up,440000,,House,,No,,,2,4,House,Installed,1200 Woluwe-Saint-Lambert,50,,
https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20274219,78,,,598000,,House,,,,,2,3,House,Hyper equipped,9600 RONSE,,,
https://www.immoweb.be/en/classified/villa/for-sale/kortrijk/8500/20310270,,,,575000,,Villa,,No,,,4,4,Villa,,8500 Kortrijk,,,
https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/20211330,,,Good,229000,,House,,,Yes,,,3,House,Installed,8800 Roeselare,,,
https://www.immoweb.be/en/classified/house/for-sale/heule/8501/20293003,,,As new,375000,,House,,,,,2,3,House,,8501 Heule,,,
https://www.immoweb.be/en/classified/house/for-sale/herent/3020/20294154,,,Just renovated,465000,,House,,,Yes,,3,4,House,Hyper equipped,3020 Herent,,,
https://www.immoweb.be/en/classified/house/for-sale/amay/4540/20215296,45,,Good,25000+460permonth,,House,,,,,3,4,House,Installed,4540 AMAY,1575,,
https://www.immoweb.be/en/classified/house/for-sale/ivoz-ramet/4400/20068440,43,,To be done up,149000,,House,,,,,3,2,House,Semi equipped,4400 IVOZ-RAMET,350,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/tilleur/4420/11438598,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/paliseul/6850/20179281,,,Good,165000,,House,,,,,3,3,House,Not installed,6850 PALISEUL,,,
https://www.immoweb.be/en/classified/house/for-sale/lede/9340/20151536,,,To renovate,165000,,House,,,Yes,,2,3,House,Installed,9340 Lede,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/antwerpen/2000/20223024,,,To be done up,169000,,Mixed-use building,,,,,2,1,Mixed-use building,Installed,2000 ANTWERPEN,,,
https://www.immoweb.be/en/classified/house/for-sale/herstal/4040/20177314,,,To be done up,169000,,House,,,Yes,,2,2,House,Not installed,4040 Herstal,,,
https://www.immoweb.be/en/classified/house/for-sale/beyne-heusay/4610/11416193,36,,Just renovated,169000,,House,,No,,,2,2,House,Not installed,4610 Beyne-Heusay,20,,
https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/20135508,,,Good,169000,,House,,,Yes,,,5,House,Semi equipped,8800 Roeselare,,,
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20177313,20,,Good,170000,,House,,,,,2,1,House,Installed,4100 Seraing,45,,
https://www.immoweb.be/en/classified/house/for-sale/ayeneux/4630/20143343,,,To be done up,145000,,House,,,,,2,1,House,Not installed,4630 Ayeneux,,,
https://www.immoweb.be/en/classified/house/for-sale/soumagne/4630/20138625,,,Good,175000,,House,,,Yes,,3,2,House,Installed,4630 Soumagne,262,,
https://www.immoweb.be/en/classified/house/for-sale/bressoux/4020/20076293,,,To be done up,179000,,House,,,Yes,,2,4,House,Installed,4020 Bressoux,,,
https://www.immoweb.be/en/classified/house/for-sale/flemalle/4400/11243506,21,,Good,179000,,House,,,,,3,2,House,Semi equipped,4400 Flémalle,252,,
https://www.immoweb.be/en/classified/house/for-sale/eeklo/9900/20218101,,,To renovate,179000,,House,,No,Yes,,,2,House,Installed,9900 Eeklo,,,
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20052562,3,,As new,180000,,House,,No,,,3,1,House,Installed,4100 Seraing,,,
https://www.immoweb.be/en/classified/house/for-sale/mariekerke/2880/20123263,,,Good,185000,,House,,,,,,2,House,Not installed,2880 MARIEKERKE,,,
https://www.immoweb.be/en/classified/house/for-sale/mariekerke/2880/11169258,,,Good,185000,,House,,,,,,2,House,Not installed,2880 MARIEKERKE,,,
https://www.immoweb.be/en/classified/house/for-sale/berlaar/2590/20193211,,,To renovate,189000,,House,,,,,3,2,House,Semi equipped,2590 BERLAAR,,,
https://www.immoweb.be/en/classified/house/for-sale/braives/4260/20187989,12,,Good,189000,,House,,,,,2,2,House,Installed,4260 BRAIVES,314,,
https://www.immoweb.be/en/classified/house/for-sale/eeklo/9900/20053768,,,To be done up,189000,,House,,No,,,,3,House,Semi equipped,9900 Eeklo,,,
https://www.immoweb.be/en/classified/house/for-sale/oostende/8400/20242940,,,To renovate,192500,,House,,No,,,,4,House,,8400 Oostende,,,
https://www.immoweb.be/en/classified/house/for-sale/oostende/8400/11329551,,,To renovate,192500,,House,,No,,,,4,House,,8400 Oostende,,,
https://www.immoweb.be/en/classified/house/for-sale/chenee/4032/20188310,8,,Good,199000,,House,,,,,2,3,House,Installed,4032 CHÊNÉE,75,,
https://www.immoweb.be/en/classified/house/for-sale/flemalle-haute/4400/20135345,,,Good,199000,,House,,,Yes,,2,2,House,Semi equipped,4400 FLÉMALLE-HAUTE,140,,
https://www.immoweb.be/en/classified/house/for-sale/jehay-bodegnee/4540/11483295,,,Good,199000,,House,,,Yes,,3,3,House,Semi equipped,4540 JEHAY-BODEGNEE,545,,
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20146194,,,Good,199000,,House,,,Yes,,2,4,House,,9230 Wetteren,,,
https://www.immoweb.be/en/classified/house/for-sale/denderleeuw/9470/20027878,,,To renovate,199000,,House,,No,Yes,,3,3,House,Installed,9470 Denderleeuw,385,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/antwerpen-merksem/2170/11451746,,,To be done up,199900,,Mixed-use building,,No,,,2,2,Mixed-use building,Semi equipped,2170 Antwerpen Merksem,,,
https://www.immoweb.be/en/classified/bungalow/for-sale/herstal/4040/20132766,28,,Good,200000,,Bungalow,,,,,4,3,Bungalow,Installed,4040 Herstal,,,
https://www.immoweb.be/en/classified/house/for-sale/libin/6890/11440089,30,,To be done up,209000,,House,,No,,,2,3,House,Semi equipped,6890 Libin,163,,
https://www.immoweb.be/en/classified/house/for-sale/antwerpen-2060/2060/11491775,,,To renovate,210000,,House,,,,,,3,House,Installed,2060 Antwerpen (2060),,,
https://www.immoweb.be/en/classified/house/for-sale/gilly/6060/20201368,18,,Good,210000,,House,,,,,2,3,House,Semi equipped,6060 GILLY,42,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/gilly/6060/20201369,18,,Good,210000,,Apartment block,,,,,2,3,Apartment block,Semi equipped,6060 GILLY,42,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/engis/4480/20201032,,,Good,219000,,Apartment block,,,,,2,3,Apartment block,Semi equipped,4480 ENGIS,,,
https://www.immoweb.be/en/classified/house/for-sale/wanze/4520/20200972,50,,Good,219000,,House,,,,,3,3,House,Semi equipped,4520 WANZE,20,,
https://www.immoweb.be/en/classified/house/for-sale/destelbergen/9070/20206705,,,To renovate,220000,,House,,,,,,3,House,,9070 DESTELBERGEN,,,
https://www.immoweb.be/en/classified/house/for-sale/morialme/5621/20233202,30,,As new,215000,,House,,,,,2,4,House,,5621 Morialme,,,
https://www.immoweb.be/en/classified/house/for-sale/ingelmunster/8770/20168506,,,Good,229000,,House,,No,,,,3,House,Installed,8770 Ingelmunster,,,
https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/20106000,,,Good,229000,,House,,No,,,,2,House,Installed,8800 Roeselare,,,
https://www.immoweb.be/en/classified/house/for-sale/saint-nicolas/4420/20018554,25,,To be done up,230000,,House,,No,,,3,3,House,Semi equipped,4420 Saint-Nicolas,90,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/borgerhout/2140/20221713,4,,Good,234500,,Mixed-use building,,,,,2,2,Mixed-use building,Installed,2140 BORGERHOUT,,,
https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/20016234,,,To renovate,239000,,House,,,Yes,,,4,House,Not installed,8870 Izegem,,,
https://www.immoweb.be/en/classified/house/for-sale/ninove/9400/20193850,,,To renovate,239000,,House,,No,Yes,,2,3,House,,9400 Ninove,,,
https://www.immoweb.be/en/classified/house/for-sale/grace-berleur/4460/20167252,17,,Good,240000,,House,,,,,2,4,House,Semi equipped,4460 GRÂCE-BERLEUR,166,,
https://www.immoweb.be/en/classified/house/for-sale/heule/8501/20092538,,,Good,245000,,House,,,Yes,,,4,House,Installed,8501 Heule,,,
https://www.immoweb.be/en/classified/house/for-sale/oupeye/4680/20197095,25,,Good,249000,,House,,No,,,3,3,House,Installed,4680 Oupeye,73,,
https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/20166362,,,Good,249000,,House,,,Yes,,,2,House,Installed,8870 Izegem,,,
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20019534,15,,Good,249000,,House,,No,,,,2,House,,9230 Wetteren,147,,
https://www.immoweb.be/en/classified/house/for-sale/oosterzele/9860/20159909,,,To be done up,249000,,House,,,Yes,,3,3,House,,9860 OOSTERZELE,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/20244344,,,To restore,250000,,Apartment block,,No,,,2,4,Apartment block,Installed,1000 Bruxelles,,,
https://www.immoweb.be/en/classified/house/for-sale/jemeppe-sur-sambre/5190/20126605,,,Just renovated,250000,,House,,,,,4,2,House,Semi equipped,5190 JEMEPPE-SUR-SAMBRE,350,,
https://www.immoweb.be/en/classified/mansion/for-sale/oostende/8400/11421580,5,,To renovate,250000,,Mansion,,No,,,,6,Mansion,,8400 Oostende,,,
https://www.immoweb.be/en/classified/house/for-sale/brakel/9660/20179539,,,To renovate,250000,,House,,No,,,,3,House,Installed,9660 Brakel,,,
https://www.immoweb.be/en/classified/house/for-sale/pepinster/4860/11053991,54,,Good,260000,,House,,,,,2,4,House,Hyper equipped,4860 Pepinster,,,
https://www.immoweb.be/en/classified/house/for-sale/gembloux/5030/20223040,,,To renovate,260000,,House,,,,,4,3,House,Semi equipped,5030 GEMBLOUX,1080,,
https://www.immoweb.be/en/classified/country-cottage/for-sale/clermont-sous-huy/4480/20202992,50,,Good,269000,,Country house,,,,,,4,Country house,Semi equipped,4480 CLERMONT-SOUS-HUY,1850,,
https://www.immoweb.be/en/classified/house/for-sale/heule/8501/20172550,,,Good,275000,,House,,,,,,4,House,Installed,8501 Heule,100,,
https://www.immoweb.be/en/classified/house/for-sale/eeklo/9900/11451560,,,To renovate,280000,,House,,No,Yes,,,3,House,Installed,9900 Eeklo,,,
https://www.immoweb.be/en/classified/house/for-sale/rocourt/4000/20231330,,,To be done up,285000,,House,,,,,2,3,House,,4000 ROCOURT,285,,
https://www.immoweb.be/en/classified/house/for-sale/wanze/4520/20010321,15,,Good,285000,,House,,,,,4,3,House,Hyper equipped,4520 Wanze,415,,
https://www.immoweb.be/en/classified/house/for-sale/flemalle/4400/20230673,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/erembodegem/9320/20157206,,,To renovate,289000,,House,,,,,,3,House,Installed,9320 Erembodegem,,,
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10276601,,,To be done up,290000,,House,,No,,,,2,House,Semi equipped,9000 Gent,29,,
https://www.immoweb.be/en/classified/house/for-sale/zottegem/9620/11373687,,,To renovate,294900,,House,,No,Yes,,3,4,House,Installed,9620 Zottegem,,,
https://www.immoweb.be/en/classified/house/for-sale/beervelde/9080/20239939,,,To be done up,298000,,House,,,Yes,,,2,House,Installed,9080 Beervelde,,,
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/11309990,,,To renovate,299000,,House,,No,Yes,,3,4,House,Semi equipped,1180 Uccle,87,,
https://www.immoweb.be/en/classified/house/for-sale/houthalen-helchteren/3530/20162961,,,To renovate,299000,,House,,,,,,3,House,,3530 Houthalen-Helchteren,,,
https://www.immoweb.be/en/classified/house/for-sale/bilzen/3740/20221016,,,Good,299000,,House,,,,,,3,House,Installed,3740 Bilzen,,,
https://www.immoweb.be/en/classified/house/for-sale/merelbeke/9820/20111169,,,To renovate,299000,,House,,,Yes,,,4,House,Installed,9820 Merelbeke,,,
https://www.immoweb.be/en/classified/house/for-sale/sprimont/4140/20127844,30,,Good,310000,,House,,,,,2,4,House,Installed,4140 SPRIMONT,165,,
https://www.immoweb.be/en/classified/house/for-sale/erpe-mere/9420/20044125,,,To renovate,315000,,House,,,Yes,,4,2,House,Not installed,9420 Erpe-Mere,,,
https://www.immoweb.be/en/classified/house/for-sale/dilbeek/1702/20079294,,,To be done up,320000,,House,,No,Yes,,3,4,House,Semi equipped,1702 Dilbeek,,,
https://www.immoweb.be/en/classified/house/for-sale/melle/9090/20043865,10,,Good,324000,,House,,No,,,,4,House,Installed,9090 Melle,206,,
https://www.immoweb.be/en/classified/house/for-sale/terhagen/2840/20247838,23,,As new,325000,,House,,No,,,,4,House,,2840 Terhagen,19,,
https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/20046920,,,Good,329000,,House,,,Yes,,,3,House,Installed,8800 Roeselare,,,
https://www.immoweb.be/en/classified/house/for-sale/hamme/9220/20083694,,,Good,329000,,House,,,Yes,,3,3,House,,9220 HAMME,,,
https://www.immoweb.be/en/classified/house/for-sale/ramillies/1367/11463264,,,As new,335000,,House,,,Yes,,4,3,House,Hyper equipped,1367 Ramillies,270,,
https://www.immoweb.be/en/classified/house/for-sale/ingelmunster/8770/20224883,,,Good,335000,,House,,No,Yes,,,3,House,Installed,8770 Ingelmunster,,,
https://www.immoweb.be/en/classified/house/for-sale/eeklo/9900/20247922,,,To renovate,340000,,House,,No,,,,4,House,Installed,9900 Eeklo,,,
https://www.immoweb.be/en/classified/house/for-sale/villers-le-bouillet/4530/20201033,25,,Good,349000,,House,,,,,4,4,House,,4530 VILLERS-LE-BOUILLET,1000,,
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/11383425,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/kluisbergen/9690/20234023,,,As new,349000,,House,,,,,2,3,House,,9690 Kluisbergen,,,
