URL,Locality,Type of property,Furnished,Number of rooms,Fully equipped kitchen,Living Area,Open fire,Terrace Area,Surface of the land,Surface area of the plot of land,Terrace,Swimming pool,Subtype of property,Price,Number of facades,Garden,State of the building,Garden Area
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20309715,,Apartment,,3,Installed,,,35,,,,,Apartment,515000,3,,To renovate,
https://www.immoweb.be/en/classified/apartment/for-sale/borgerhout/2140/20285365,2140 BORGERHOUT,Apartment,,1,Installed,,,20,,,,,Apartment,149500,,,Good,
https://www.immoweb.be/en/classified/penthouse/for-sale/borgerhout/2140/20285364,2140 BORGERHOUT,Penthouse,,1,Installed,,,20,,,,,Penthouse,149500,,,Good,
https://www.immoweb.be/en/classified/ground-floor/for-sale/molenbeek-saint-jean/1080/20280745,1080 Molenbeek-Saint-Jean,Ground floor,No,1,Semi equipped,,,,,,,,Ground floor,198000,2,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20221840,1070 Anderlecht,Apartment,No,2,Hyper equipped,,,3,,,,,Apartment,200000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/arlon/6700/20218310,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20230126,9000 Gent,Apartment,,1,Installed,,,6,,,,,Apartment,299000,2,,As new,
https://www.immoweb.be/en/classified/penthouse/for-sale/ixelles/1050/20194149,1050 Ixelles,Penthouse,No,2,Installed,,,11,,,,,Penthouse,338000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/haaltert/9450/20282789,9450 Haaltert,Apartment,No,2,,,,25,,,,,Apartment,365000,,,Good,
https://www.immoweb.be/en/classified/ground-floor/for-sale/ixelles/1050/20267881,1050 Ixelles,Ground floor,,2,Installed,,,,,,,,Ground floor,400000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20276338,1180 Uccle,Apartment,No,3,Hyper equipped,,,3,,,,,Apartment,415000,2,,Good,300
https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20244492,1040 Etterbeek,Apartment,No,3,Hyper equipped,,,6,,,,,Apartment,695000,3,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/20221931,1150 Woluwe-Saint-Pierre,Apartment,No,3,Hyper equipped,,,40,,,,,Apartment,1450000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-zoute/8300/20282555,8300 Knokke-Zoute,Apartment,No,3,Hyper equipped,,,,,,Yes,,Apartment,2125000,3,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20217744,1180 Uccle,Apartment,,4,USA hyper equipped,,,100,,,,,Apartment,3990000,,,As new,1000
https://www.immoweb.be/en/classified/ground-floor/for-sale/braine-lalleud/1420/20300991,1420 Braine-l'Alleud,Ground floor,No,3,Hyper equipped,,,21,,,,,Ground floor,480000,2,,As new,120
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20299031,1200 Woluwe-Saint-Lambert,Apartment,No,1,Not installed,,,,,,,,Apartment,170000,2,,Good,
https://www.immoweb.be/en/classified/flat-studio/for-sale/saint-gilles/1060/20298181,1060 Saint-Gilles,Flat studio,No,1,Semi equipped,,,,,,,,Flat studio,185000,2,,As new,
https://www.immoweb.be/en/classified/duplex/for-sale/lommel/3920/20298149,3920 LOMMEL,Duplex,,2,Installed,,,15,,,,,Duplex,316500,2,,,23
https://www.immoweb.be/en/classified/flat-studio/for-sale/bruxelles/1000/20316394,1000 Bruxelles,Flat studio,No,,Hyper equipped,,,3,,,,,Flat studio,185000,,,As new,
https://www.immoweb.be/en/classified/flat-studio/for-sale/schaerbeek/1030/20316399,1030 Schaerbeek,Flat studio,No,,Hyper equipped,,,3,,,,,Flat studio,185000,,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/lier/2500/20311756,2500 Lier,Apartment,,1,Hyper equipped,,,,,,,,Apartment,237000,3,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20313046,1200 Woluwe-Saint-Lambert,Apartment,No,1,Hyper equipped,,,,,,,,Apartment,265000,3,,To be done up,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20314559,8300 Knokke-Heist,Apartment,No,1,Hyper equipped,,,,,,,,Apartment,399000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/waterloo/1410/20311389,,Apartment,No,1,Hyper equipped,,,10,,,,,Apartment,485000,3,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20313659,8300 Knokke-Heist,Apartment,,3,Hyper equipped,,,,,,Yes,,Apartment,699000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/mortsel/2640/20291589,2640 Mortsel,Apartment,,2,Installed,,,,,,Yes,,Apartment,220000,3,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/saint-gilles/1060/20291733,1060 Saint-Gilles,Apartment,No,1,Hyper equipped,,,25,,,,,Apartment,625000,,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/gilly/6060/20307966,6060 Gilly,Apartment,No,2,Installed,,,4,,,,,Apartment,135000,4,,To be done up,
https://www.immoweb.be/en/classified/apartment/for-sale/nieuwpoort/8620/20304634,8620 Nieuwpoort,Apartment,,1,Installed,,,,,,,,Apartment,199000,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20306126,8400 OOSTENDE,Apartment,,3,,,,,,,Yes,,Apartment,249000,2,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/berchem-sainte-agathe/1082/20307731,1082 Berchem-sainte-agathe,Apartment,No,1,Installed,,,,,,Yes,,Apartment,269000,4,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/schaarbeek/1030/20306714,1030 Schaarbeek,Apartment,No,2,Installed,,,7,,,,,Apartment,318000,2,,To be done up,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20304621,8400 Oostende,Apartment,No,8,Installed,,,,,,,,Apartment,930000,2,,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2100/20261211,2100 ANTWERPEN,Apartment,,2,Installed,,,3,,,,,Apartment,174900,2,,To be done up,
