URL,Locality,Type of property,Furnished,Number of rooms,Fully equipped kitchen,Living Area,Open fire,Terrace Area,Surface of the land,Surface area of the plot of land,Terrace,Swimming pool,Subtype of property,Price,Number of facades,Garden,State of the building,Garden Area
https://www.immoweb.be/en/classified/flat-studio/for-sale/leuven/3000/20303900,3000 LEUVEN,Flat studio,,,Semi equipped,,,,,,,,Flat studio,175000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/20303077,1140 Evere,Apartment,No,2,Hyper equipped,,,5,,,,,Apartment,354000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20304440,1030 Schaerbeek,Apartment,No,3,Hyper equipped,,,8,,,,,Apartment,399000,3,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20303181,1000 Bruxelles,Apartment,No,2,Hyper equipped,,,,,,,,Apartment,695000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20303180,1050 Ixelles,Apartment,No,2,Hyper equipped,,,,,,,,Apartment,695000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20302763,9000 Gent,Apartment,,3,Installed,,,8,,,,,Apartment,995000,,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/zeebrugge/8380/20293509,8380 Zeebrugge,Apartment,Yes,1,Installed,,,2,,,,,Apartment,240000,1,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/bredene/8450/20293553,8450 Bredene,Apartment,,2,Hyper equipped,,,8,,,,,Apartment,255000,,,Good,
https://www.immoweb.be/en/classified/flat-studio/for-sale/westende/8434/20309678,8434 Westende,Flat studio,Yes,,,,,,,,,,Flat studio,155000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/kortrijk/8500/20300203,8500 Kortrijk,Apartment,No,2,,,,,,,Yes,,Apartment,170000,,,Good,
https://www.immoweb.be/en/classified/ground-floor/for-sale/tournai/7500/20301358,7500 Tournai,Ground floor,No,1,Semi equipped,,,5,,,,,Ground floor,199000,2,,Good,80
https://www.immoweb.be/en/classified/apartment/for-sale/kortrijk/8500/20300205,8500 Kortrijk,Apartment,No,2,,,,,,,,,Apartment,290000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/merelbeke/9820/20299955,9820 Merelbeke,Apartment,,2,Installed,,,,,,,,Apartment,299000,,,To renovate,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20315038,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20317205,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20317201,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2018/20315029,2018 Antwerpen,Apartment,,2,,,,4,,,,,Apartment,338000,3,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20317206,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20309085,9000 Gent,Apartment,,2,Hyper equipped,,,6,,,,,Apartment,335000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20307457,1000 Bruxelles,Apartment,,2,Installed,,,20,,,,,Apartment,385000,,,Good,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/berchem-sainte-agathe/1082/20286101,1082 Berchem-Sainte-Agathe,AGATHA GARDEN,,,,,,,,,,,AGATHA GARDEN,From230000To480000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bruxelles/1020/20284953,1020 Bruxelles,CHOCOLATERIE,,,,,,,,,,,CHOCOLATERIE,From325000To410000,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/edegem/2650/20285048,2650 EDEGEM,Apartment,,1,Installed,,,,,,,,Apartment,274900,2,,Good,80
https://www.immoweb.be/en/classified/apartment/for-sale/sint-denijs-westrem/9051/20296869,9051 Sint-Denijs-Westrem,Apartment,,1,Hyper equipped,,,,,,Yes,,Apartment,170000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/sint-denijs-westrem/9051/20296871,9051 Sint-Denijs-Westrem,Apartment,,2,,,,,,,Yes,,Apartment,210000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/berchem-2600/2600/20297010,2600 Berchem (2600),Apartment,No,2,,,,2,,,,,Apartment,295000,,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/dikkelvenne/9890/20316249,9890 Dikkelvenne,Apartment,No,2,,,,39,,,,,Apartment,361000,,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/rochefort/5580/20312314,5580 ROCHEFORT,Apartment,No,4,,,,,,,,,Apartment,195000,3,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/laeken-bru/1020/20313010,,Ground floor,,2,Semi equipped,,,3,,,,,Ground floor,250000,2,,Good,90
https://www.immoweb.be/en/classified/triplex/for-sale/oostende/8400/20311884,8400 Oostende,Triplex,No,3,Installed,,,16,,,,,Triplex,320000,2,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2018/20312993,2018 Antwerpen,Apartment,,2,Hyper equipped,,,,,,Yes,,Apartment,398000,3,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20313422,1050 Ixelles,Apartment,,2,Installed,,,,,,,,Apartment,399000,2,,As new,
https://www.immoweb.be/en/classified/penthouse/for-sale/oostende/8400/20290754,8400 Oostende,Penthouse,No,3,,,,4,,,,,Penthouse,548000,,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/zelzate/9060/20308317,9060 Zelzate,Apartment,,2,Installed,,,,,,,,Apartment,145000,3,,To renovate,
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20303208,8370 Blankenberge,Apartment,Yes,2,Installed,,,,,,,,Apartment,159900,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20304659,8370 Blankenberge,Apartment,Yes,2,,,,,,,Yes,,Apartment,280000,,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20306741,1180 Uccle,Apartment,No,2,Hyper equipped,,,5,,,,,Apartment,360000,3,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/saint-gilles/1060/20306746,1060 Saint-Gilles,Apartment,No,3,,,,10,,,,,Apartment,520000,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20306003,1050 Ixelles,Apartment,,3,Hyper equipped,,,32,,,,,Apartment,695000,2,,As new,32
https://www.immoweb.be/en/classified/flat-studio/for-sale/molenbeek-saint-jean/1080/20294885,1080 MOLENBEEK-SAINT-JEAN,Flat studio,,,Installed,,,12,,,,,Flat studio,150000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20294253,8400 Oostende,Apartment,No,2,,,,7,,,,,Apartment,230000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20295888,1000 Brussel,Apartment,No,2,Installed,,,2,,,,,Apartment,435000,2,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/geraardsbergen/9500/20288939,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/geraardsbergen/9500/20288882,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/kontich/2550/20288717,2550 KONTICH,Apartment,,1,Installed,,,7,,,,,Apartment,245000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/edegem/2650/20290301,2650 EDEGEM,Apartment,,3,Installed,,,,,,,,Apartment,249000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/merksem/2170/20284874,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/merksem/2170/20289710,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20289489,8370 BLANKENBERGE,Apartment,,3,Installed,,,,,,Yes,,Apartment,385000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/roosdaal/1760/20288906,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/uccle/1180/20306283,1180 Uccle,Ground floor,No,2,Hyper equipped,,,16,,,,,Ground floor,650000,,,As new,52
https://www.immoweb.be/en/classified/apartment/for-sale/brakel/9660/20304131,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20304339,1000 Brussel,Apartment,No,2,Hyper equipped,,,12,,,,,Apartment,375000,4,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/lier/2500/20305114,2500 LIER,Apartment,,2,Installed,,,23,,,,,Apartment,417600,2,,,
https://www.immoweb.be/en/classified/penthouse/for-sale/berlare/9290/20303645,9290 BERLARE,Penthouse,,2,Hyper equipped,,,106,,,,,Penthouse,1325000,4,,,
https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/20281148,1300 WAVRE,Apartment,No,1,USA installed,,,,,,,,Apartment,130000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/wilrijk/2610/20282367,2610 WILRIJK,Apartment,,2,Installed,,,13,,,,,Apartment,299000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/20281076,4000 LIÈGE,Apartment,,3,Installed,,,9,,,,,Apartment,329000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/20281160,4000 LIÈGE,Apartment,,8,Hyper equipped,,,18,,,,,Apartment,920000,3,,Good,45
https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20311721,1000 Brussel,Apartment,,2,Hyper equipped,,,19,,,,,Apartment,330000,3,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20285227,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/huy/4500/20304703,4500 Huy,Ground floor,No,2,Installed,,,10,,,,,Ground floor,250000,2,,As new,20
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20299953,8400 Oostende,Apartment,No,2,Installed,,,1square meter,,,,,Apartment,275000,,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/malmedy/4960/20302351,4960 Malmedy,Ground floor,No,3,Installed,,,3749,,,,,Ground floor,280000,3,,As new,60
https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/20300424,9700 Oudenaarde,Apartment,No,2,Hyper equipped,,,16,,,,,Apartment,297000,4,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/assebroek/8310/20316508,8310 Assebroek,Apartment,,2,Hyper equipped,,,10,,,,,Apartment,199000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/20316876,4000 Liège,Apartment,No,2,Installed,,,7,,,,,Apartment,215000,2,,Good,
https://www.immoweb.be/en/classified/ground-floor/for-sale/huy/4520/20316998,4520 HUY,Ground floor,,1,Installed,,,17,,,,,Ground floor,220000,2,,,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9040/20317029,9040 Gent,Apartment,No,2,Hyper equipped,,,,,,Yes,,Apartment,349000,2,,Good,
https://www.immoweb.be/en/classified/penthouse/for-sale/ixelles/1050/20315168,1050 Ixelles,Penthouse,No,3,Installed,,,45,,,,,Penthouse,865000,3,,To renovate,
https://www.immoweb.be/en/classified/apartment/for-sale/libramont/6800/20293422,6800 Libramont,Apartment,,2,,,,,,,,,Apartment,189000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/zedelgem/8210/20307470,8210 Zedelgem,Apartment,No,2,,,,,,,,,Apartment,255000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20307478,9000 Gent,Apartment,,1,Installed,,,,,,,,Apartment,279000,,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20307460,9000 Gent,Apartment,No,1,,,,,,,,,Apartment,325000,,,To renovate,
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20306645,1070 Anderlecht,Apartment,No,3,Hyper equipped,,,19,,,,,Apartment,375000,2,,As new,
https://www.immoweb.be/en/classified/duplex/for-sale/gent/9000/20307456,9000 Gent,Duplex,No,,,,,,,,,,Duplex,375000,,,Good,
https://www.immoweb.be/en/classified/ground-floor/for-sale/antwerpen/2170/20283665,2170 ANTWERPEN,Ground floor,,3,Installed,,,,,,,,Ground floor,314900,2,,Just renovated,150
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/20284237,1150 Woluwe-Saint-Pierre,Apartment,No,2,Hyper equipped,,,10,,,,,Apartment,325000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20185839,1200 Woluwe-Saint-Lambert,Apartment,No,2,Semi equipped,,,100,,,,,Apartment,449000,3,,To be done up,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20227681,1200 Woluwe-Saint-Lambert,Apartment,No,3,Semi equipped,,,22,,,,,Apartment,450000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/watermael-boitsfort/1170/20234084,1170 Watermael-Boitsfort,Apartment,No,4,Installed,,,18,,,,,Apartment,550000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/20284375,1150 Woluwe-Saint-Pierre,Apartment,No,3,Semi equipped,,,,,,Yes,,Apartment,590000,3,,To renovate,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20281740,1000 Bruxelles,Apartment,No,4,Hyper equipped,,,,,,Yes,,Apartment,1175000,3,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/mortsel/2640/20298171,2640 Mortsel,Apartment,,3,Hyper equipped,,,,,,Yes,,Apartment,279000,4,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20298182,1000 Bruxelles,Apartment,No,3,Hyper equipped,,,9,,,,,Apartment,490000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1050/20296427,1050 Bruxelles,Apartment,No,3,Hyper equipped,,,9,,,,,Apartment,490000,2,,Good,
https://www.immoweb.be/en/classified/ground-floor/for-sale/liedekerke/1770/20313853,1770 Liedekerke,Ground floor,No,2,Hyper equipped,,,20,,,,,Ground floor,235000,3,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/wilrijk/2610/20312357,2610 Wilrijk,Apartment,Yes,3,Installed,,,,,,Yes,,Apartment,375000,2,,Good,
https://www.immoweb.be/en/classified/penthouse/for-sale/gent/9000/20312437,9000 GENT,Penthouse,,3,Hyper equipped,,,16,,,,,Penthouse,398000,4,,,
https://www.immoweb.be/en/classified/apartment/for-sale/laakdal/2430/20312524,2430 LAAKDAL,Apartment,,3,Installed,,,10,,,,,Apartment,439000,3,,,
https://www.immoweb.be/en/classified/apartment/for-sale/wilrijk/2610/20291808,2610 WILRIJK,Apartment,,3,Semi equipped,,,5,,,,,Apartment,259000,,,To be done up,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20290254,1050 Ixelles,Apartment,No,3,Installed,,,9,,,,,Apartment,375000,2,,To be done up,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2060/20305773,2060 ANTWERPEN,Apartment,,1,Semi equipped,,,,,,,,Apartment,189000,2,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20306038,9000 Gent,Apartment,,2,,,,17,,,,,Apartment,595000,,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20305895,1040 Etterbeek,Apartment,No,3,Hyper equipped,,,6,,,,,Apartment,750000,2,,Just renovated,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bruxelles/1000/20276810,1000 BRUXELLES,BLVD10,,,,,,,,,,,BLVD10,From169500To389000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/saint-josse-ten-noode/1210/20276844,1210 Saint-Josse-ten-Noode,BLVD10,,,,,,,,,,,BLVD10,From169500To389000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/molenbeek-saint-jean/1080/20276168,1080 Molenbeek-Saint-Jean,EKLA,,,,,,,,,,,EKLA,From188000To265000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/forest/1190/20277592,1190 Forest,FOREST VILLAGE II,,,,,,,,,,,FOREST VILLAGE II,From188000To460000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/forest/1190/20277488,1190 Forest,FOREST VILLAGE II,,,,,,,,,,,FOREST VILLAGE II,From188000To460000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/forest/1190/20277467,1190 Forest,FOREST VILLAGE 3,,,,,,,,,,,FOREST VILLAGE 3,From188000To460000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/forest/1190/20233818,1190 Forest,FOREST VILLAGE II,,,,,,,,,,,FOREST VILLAGE II,From188000To460000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/antwerpen/2050/20284676,2050 ANTWERPEN,Het Weel - appartementen,,,,,,,,,,,Het Weel - appartementen,From192500To355500,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/deinze/9800/20282575,9800 Deinze,Liv de Molens,,,,,,,,,,,Liv de Molens,From195000To445000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/forest/1190/20158841,1190 Forest,FOREST VILLAGE 3,,,,,,,,,,,FOREST VILLAGE 3,From199000To375000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/begijnendijk-betekom/3130/20283018,3130 Begijnendijk Betekom,Residentie Scharpé,,,,,,,,,,,Residentie Scharpé,From219000To405000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bruxelles/1130/20230721,1130 Bruxelles,MONILE,,,,,,,,,,,MONILE,227749,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bruxelles/1130/20230719,1130 Bruxelles,MONILE,,,,,,,,,,,MONILE,227749,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/libramont-chevigny/6800/20275735,6800 Libramont-Chevigny,Résidence Clos de l'Amandier,,,,,,,,,,,Résidence Clos de l'Amandier,From228230To246230,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ganshoren/1083/20276811,1083 Ganshoren,AGATHA GARDEN,,,,,,,,,,,AGATHA GARDEN,From230000To480000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/roeselare/8800/20282674,8800 Roeselare,,,,,,,,,,,,,From230000To245000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/evere/1140/20208700,1140 Evere,Evora,,,,,,,,,,,Evora,From235000To459000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/balen/2490/20283092,2490 Balen,Korenplein,,,,,,,,,,,Korenplein,From245000To550050,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/boom/2850/20235005,2850 Boom,REMI,,,,,,,,,,,REMI,From249000To349000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/lier/2500/20283170,2500 LIER,Residentie Villa Vigo,,,,,,,,,,,Residentie Villa Vigo,260000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bruxelles/1000/20276817,1000 Bruxelles,UNIQ,,,,,,,,,,,UNIQ,From265000To1495000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/molenbeek-saint-jean/1080/20274576,1080 MOLENBEEK-SAINT-JEAN,DEPOT,,,,,,,,,,,DEPOT,From265000To500000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ukkel/1180/20149768,1180 Ukkel,Emerald Garden,,,,,,,,,,,Emerald Garden,From272000To500000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/blankenberge/8370/20242099,8370 BLANKENBERGE,LUX'OR,,,,,,,,,,,LUX'OR,From275000To795000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/asse/1730/20186634,1730 ASSE,KASTANJEHOF,,,,,,,,,,,KASTANJEHOF,From279500To324500,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ukkel/1180/20239115,1180 Ukkel,Life6,,,,,,,,,,,Life6,From285000To869000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/anderlecht/1070/20206397,1070 ANDERLECHT,LES PENTHOUSES DE MARCHANDISES,,,,,,,,,,,LES PENTHOUSES DE MARCHANDISES,From291500To426500,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/molenbeek-saint-jean/1080/20222811,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/brussels/1000/20274612,1000 Brussels,THE MALTHOUSE,,,,,,,,,,,THE MALTHOUSE,From299000To419000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bruxelles/1000/20265093,1000 Bruxelles,NAVEZ 90,,,,,,,,,,,NAVEZ 90,From299000To325000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/schaerbeek/1030/20274401,1030 Schaerbeek,THE MALTHOUSE,,,,,,,,,,,THE MALTHOUSE,From299000To419000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bruxelles/1210/20274581,1210 Bruxelles,* THE MALTHOUSE*,,,,,,,,,,,* THE MALTHOUSE*,From299000To419000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/antwerpen/2018/20284670,2018 ANTWERPEN,Pulse Antwerp,,,,,,,,,,,Pulse Antwerp,From299000To564000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/braine-lalleud/1420/20275877,1420 Braine-l'Alleud,Bellecour A,,,,,,,,,,,Bellecour A,From305000To509000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ukkel/1180/20246549,1180 Ukkel,"Peridot Park Ukkel - 12,5% registratie - Warmtepom",,,,,,,,,,,"Peridot Park Ukkel - 12,5% registratie - Warmtepom",From310000To899000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/berchem-sainte-agathe/1082/20233883,1082 BERCHEM-SAINTE-AGATHE,L'ETOILE VERTE,,,,,,,,,,,L'ETOILE VERTE,From315000To390000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bruxelles/1020/20283988,1020 BRUXELLES,BRIQUETERIE,,,,,,,,,,,BRIQUETERIE,From325000To455000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/dilbeek/1700/20245169,1700 Dilbeek,Park Ter Wilghen,,,,,,,,,,,Park Ter Wilghen,From327000To715000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/anderlecht/1070/20276787,1070 ANDERLECHT,PARK SIDE,,,,,,,,,,,PARK SIDE,335000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/deinze/9800/20281616,9800 Deinze,LIV - De Molens Fase I,,,,,,,,,,,LIV - De Molens Fase I,From340000To425000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/geraardsbergen/9500/20255370,9500 Geraardsbergen,"Project 'BEAU' - Vianeplein, Viane",,,,,,,,,,,"Project 'BEAU' - Vianeplein, Viane",From376000To541000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bruxelles/1000/20161635,1000 Bruxelles,METROPOLITAN - BRUXELLES,,,,,,,,,,,METROPOLITAN - BRUXELLES,From395000To4000000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ixelles/1050/20151807,1050 Ixelles,METROPOLITAN - IXELLES,,,,,,,,,,,METROPOLITAN - IXELLES,From395000To4000000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bruxelles/1000/20209052,1000 Bruxelles,PROJET UTOPIA -  NO TVA - PARKING OFFERT 4 ANS,,,,,,,,,,,PROJET UTOPIA -  NO TVA - PARKING OFFERT 4 ANS,From399000To510000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/evere/1140/20261493,1140 Evere,Kléia,,,,,,,,,,,Kléia,From385000To395000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/blankenberge/8370/20242097,8370 BLANKENBERGE,ACHILLE,,,,,,,,,,,ACHILLE,From436000To547000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/woluwe-saint-lambert/1200/20259326,1200 Woluwe-Saint-Lambert,« The W »,,,,,,,,,,,« The W »,From464000To1449000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/auderghem/1160/20156891,,AUGUST,,,,,,,,,,,AUGUST,From480000To655000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/evere/1140/20235178,,LES JARDINS DE HAREN,,,,,,,,,,,LES JARDINS DE HAREN,From481000To521000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/jette/1090/20276786,1090 JETTE,FIRMIN,,,,,,,,,,,FIRMIN,From485000To580000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/waterloo/1410/20139459,1410 Waterloo,"""WoW""",,,,,,,,,,,"""WoW""",From537000To639000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/woluwe-saint-pierre/1150/20284361,1150 Woluwe-Saint-Pierre,WOLUVERT,,,,,,,,,,,WOLUVERT,995000,,,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/bruxelles/1000/20295048,1000 Bruxelles,Flat studio,No,,Installed,,,,,,,,Flat studio,235000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/20296398,6600 BASTOGNE,Apartment,,3,Installed,,,22,,,,,Apartment,315000,2,,,27
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/20294684,1150 Woluwe-Saint-Pierre,Apartment,No,2,Hyper equipped,,,4,,,,,Apartment,395000,,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20295064,1000 BRUXELLES,Apartment,,3,Semi equipped,,,2,,,,,Apartment,420000,2,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/brussels/1000/20294600,1000 Brussels,Apartment,,3,Installed,,,6,,,,,Apartment,475000,2,,As new,
https://www.immoweb.be/en/classified/ground-floor/for-sale/berchem/2600/20289026,2600 BERCHEM,Ground floor,,2,Installed,,,,,,,,Ground floor,179000,,,To renovate,
https://www.immoweb.be/en/classified/apartment/for-sale/zeebrugge/8380/20288494,8380 ZEEBRUGGE,Apartment,,2,Installed,,,10,,,,,Apartment,299500,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20290053,1040 Etterbeek,Apartment,No,2,Hyper equipped,,,6,,,,,Apartment,385000,3,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/schaarbeek/1030/20303342,1030 Schaarbeek,Apartment,No,2,Hyper equipped,,,18,,,,,Apartment,275000,,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/jambes/5100/20304550,5100 JAMBES,Apartment,,2,Hyper equipped,,,75,,,,,Apartment,399000,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20303458,1200 Woluwe-Saint-Lambert,Apartment,No,2,Installed,,,120,,,,,Apartment,525000,,,As new,
