URL,Garden Area,Garden,Price,Type of property,Subtype of property,Open fire,State of the building,Surface of the land,Locality,Fully equipped kitchen,Number of facades,Terrace,Living Area,Swimming pool,Furnished,Number of rooms,Surface area of the plot of land,Terrace Area
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/waterloo/1410/10927064,,,From231000To261500,Résidence Service Argente,Résidence Service Argente,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/comblain-au-pont/4170/20223267,,,From235000To275000,Résidence Belle Roche,Résidence Belle Roche,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/namur/5000/20070331,,,From235000To360000,"""Les Coteaux de la Citadelle""","""Les Coteaux de la Citadelle""",,,,5000 Namur,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/namur/5000/20102297,,,From237000To895000,"""Némésia""","""Némésia""",,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/machelen/1830/11281848,,,From237500To341500,City Gate,City Gate,,,,1830 Machelen,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ronse/9600/20055975,,,From237500To367000,Residentie Atlas,Residentie Atlas,,,,9600 RONSE,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/mons/7000/20091394,,,From239000To354000,"Résidence ""Alder"" - Mons (Maisières)","Résidence ""Alder"" - Mons (Maisières)",,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oudenaarde/9700/11437134,,,From239400To343750,Residentie Huis 't Ename,Residentie Huis 't Ename,,,,9700 Oudenaarde,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/willebroek/2830/20099248,,,From240000To624480,Kanaelzicht,Kanaelzicht,,,,2830 WILLEBROEK,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/westende/8434/10361951,,,From240000To280000,,,,,,8434 Westende,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/gent/9000/20160468,,,From248000To314000,Kreeftstraat,Kreeftstraat,,,,9000 Gent,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/cortil-wodon/5380/20199722,,,From249000To475000,Les étendues de Cortil,Les étendues de Cortil,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/vorst/2430/20086911,,,From250000To389000,residentie De Eiken,residentie De Eiken,,,,2430 VORST,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/waregem/8790/20118998,,,From250000To495000,Hubert & Godelieve,Hubert & Godelieve,,,,8790 Waregem,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ingelmunster/8770/9640406,,,From252000To355500,,,,,,8770 Ingelmunster,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/namur/5000/11359341,,,From255000To369000,ARTEMIS - Namur été 2024,ARTEMIS - Namur été 2024,,,,5000 Namur,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/lillois-witterzee/1428/20120198,,,From260000To395000,"Résidence ""Vert Coucou""","Résidence ""Vert Coucou""",,,,1428 LILLOIS-WITTERZÉE,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/sint-laureins/9980/10971104,,,From260000To335000,De Kreke,De Kreke,,,,9980 Sint-Laureins,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/habay/6720/10138649,,,From264900To459900,"Résidence ""Arlune""","Résidence ""Arlune""",,,,6720 Habay,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/namen/5100/11359352,,,From265000To322000,EQUINOX - mai 2024,EQUINOX - mai 2024,,,,5100 Namen,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/etalle-sainte-marie-sur-semois/6740/10425043,,,From269000To305000,Résidence des Mardelles,Résidence des Mardelles,,,,6740 Etalle Sainte-Marie-sur-Semois,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/wavre/1300/9023198,,,From275000To395000,val véna C - 2021,val véna C - 2021,,,,1300 Wavre,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/durbuy/6940/10795539,,,From275000To515000,Les Pierres Bomal,Les Pierres Bomal,,,,6940 DURBUY,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/meulebeke/8760/10492019,,,From277000To299000,De Kapelle,De Kapelle,,,,8760 Meulebeke,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/wanze/4520/20236836,,,From279500To289500,PLACE FANIEL,PLACE FANIEL,,,,4520 WANZE,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/virton/6760/10037808,,,279500,"Résidence ""Violette""","Résidence ""Violette""",,,,6760 Virton,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/landen/3400/10228066,,,From280600To300000,,,,,,3400 Landen,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/diksmuide/8600/20220991,,,From284000To374500,Residentie Tine,Residentie Tine,,,,8600 Diksmuide,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/boortmeerbeek/3190/10977349,,,From285000To395000,Flora,Flora,,,,3190 Boortmeerbeek,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/kortemark/8610/11491811,,,From285845To345975,,,,,,8610 Kortemark,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/saint-gilles/1060/20176516,,,From290000To655000,Résidence Jade,Résidence Jade,,,,1060 Saint-Gilles,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/evere/1140/20028271,,,From290000To560000,Saphir,Saphir,,,,1140 Evere,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ardooie/8850/20166415,,,From290000To430000,,,,,,8850 Ardooie,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/wavre/1300/20163811,,,From295000To445000,"""The Nest""","""The Nest""",,,,1300 Wavre,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/louvain-la-neuve/1348/11158024,,,From295000To1375000,Courbevoie: dernière phase,Courbevoie: dernière phase,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/etalle/6740/11166239,,,From297000To349000,Résidence du Cornier,Résidence du Cornier,,,,6740 Etalle,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/neupre/4121/9833870,,,299170,"Résidence ""Parc de La Neuville""","Résidence ""Parc de La Neuville""",,,,4121 Neupré,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/sint-andries/8200/11281435,,,From305000To405000,,,,,,8200 Sint-Andries,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oostende/8400/10491219,,,From305000To950000,,,,,,8400 Oostende,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/waregem/8790/20236841,,,From315000To406000,Residentie Park Hèlen,Residentie Park Hèlen,,,,8790 WAREGEM,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/jambes/5100/20188643,,,From319000To485000,LES COTEAUX DE L'ORJO,LES COTEAUX DE L'ORJO,,,,5100 JAMBES,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/de-panne/8660/10578916,,,From320000To600000,,,,,,8660 De Panne,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/wiekevorst/2222/11440747,,,From329500To400000,Project Tist,Project Tist,,,,2222 WIEKEVORST,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/zedelgem/8210/11127847,,,From340240To356895,,,,,,8210 Zedelgem,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/namur/5000/20229387,,,345000,"""Place Wiertz""","""Place Wiertz""",,,,5000 Namur,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/middelkerke/8430/11477630,,,From359000To425000,Residentie PUR'EAU,Residentie PUR'EAU,,,,8430 Middelkerke,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/zaventem-sterrebeek/1933/9224164,,,374000,STEREA - Last unit ! THE GREEN IS YOUR REALITY,STEREA - Last unit ! THE GREEN IS YOUR REALITY,,,,1933 Zaventem Sterrebeek,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/schilde/2970/20203525,,,From379500To499500,Guibertus,Guibertus,,,,2970 SCHILDE,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oostduinkerke/8670/11155362,,,From395000To795000,,,,,,8670 Oostduinkerke,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/chaumont-gistoux/1325/20153437,,,From397000To775000,CORNICHE D'OR,CORNICHE D'OR,,,,1325 CHAUMONT-GISTOUX,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/kraainem/1950/11298533,,,From399000To890000,REINE ASTRID,REINE ASTRID,,,,1950 Kraainem,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/heist-op-den-berg/2220/9832502,,,399500,Residentie Evrard,Residentie Evrard,,,,2220 Heist-op-den-Berg,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/knokke/8300/11424313,,,From415000To675000,,,,,,8300 Knokke,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/durbuy/6940/10779027,,,From427000To554000,Les Béguines,Les Béguines,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/neupre/4120/20221842,,,From427500To447000,Résidences du Parc,Résidences du Parc,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/neuville-en-condroz/4121/20221841,,,From427500To447000,Résidences du Parc,Résidences du Parc,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/leuven/3000/9952782,,,From438345To1517188,Cultura Hertogensite,Cultura Hertogensite,,,,3000 Leuven,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/rhode-saint-genese/1640/11112309,,,549500,PARK VIEW,PARK VIEW,,,,1640 RHODE-SAINT-GENÈSE,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/elsene/1050/11145243,,,From599000To739000,Euro Crown,Euro Crown,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/woluwe-st-pierre/1150/10858992,,,From690000To875000,Tervuren Square,Tervuren Square,,,,1150 Woluwe-St-Pierre,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oostduinkerke/8670/10461221,,,From695000To895000,- De Wagenaar -,- De Wagenaar -,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oostduinkerke/8670/11175876,,,From845000To945000,Pure Sea,Pure Sea,,,,8670 Oostduinkerke,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oostduinkerke/8670/11153927,,,From845000To945000,Pure Sea,Pure Sea,,,,8670 Oostduinkerke,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20267312,,,875000,Apartment,Apartment,,Good,,8300 Knokke-Heist,Hyper equipped,2,Yes,,,No,2,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/heist-aan-zee/8301/11168160,,,1750000,HEYS,HEYS,,,,8301 Heist-aan-Zee,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/knokke-heist/8300/10026519,,,From1995000To2745000,Mercator,Mercator,,,,8300 Knokke-Heist,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/knokke/8300/10058666,,,2745000,Mercator,Mercator,,,,8300 Knokke,,,,,,,,,
https://www.immoweb.be/en/classified/duplex/for-sale/laeken/1020/20235001,,,324000,Duplex,Duplex,,To be done up,,1020 Laeken,Installed,3,,,,No,2,,11
https://www.immoweb.be/en/classified/ground-floor/for-sale/lier/2500/20256691,70,,379000,Ground floor,Ground floor,,,,2500 LIER,Installed,2,,,,,3,,37
https://www.immoweb.be/en/classified/ground-floor/for-sale/lier/2500/20256690,73,,394000,Ground floor,Ground floor,,,,2500 LIER,Installed,2,,,,,3,,37
https://www.immoweb.be/en/classified/apartment/for-sale/mechelen/2800/20271936,,,265000,Apartment,Apartment,,,,2800 Mechelen,Hyper equipped,,,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/herselt/2230/20315002,,,310000,Apartment,Apartment,,,,2230 Herselt,,4,Yes,,,No,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/zottegem/9620/20314334,,,445000,Apartment,Apartment,,Good,,9620 Zottegem,Hyper equipped,,,,,No,3,,24
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20218043,,,485000,Apartment,Apartment,,As new,,1050 Ixelles,Hyper equipped,2,,,,Yes,2,,12
https://www.immoweb.be/en/classified/duplex/for-sale/saint-gilles/1060/20315545,,,99000,Duplex,Duplex,,Good,,1060 Saint-Gilles,Installed,2,,,,No,1,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/beveren/9120/20200881,24,,199900,Ground floor,Ground floor,,To renovate,,9120 Beveren,Installed,3,,,,No,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/zottegem/9620/20245961,,,219000,Apartment,Apartment,,As new,,9620 Zottegem,Installed,,,,,No,3,,7
https://www.immoweb.be/en/classified/apartment/for-sale/aubange/6790/20249590,,,270000,Apartment,Apartment,,Good,,6790 AUBANGE,Installed,,,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/ganshoren/1083/20252070,,,330000,Apartment,Apartment,,As new,,1083 GANSHOREN,Installed,4,,,,,3,,16
https://www.immoweb.be/en/classified/apartment/for-sale/gistel/8470/20248435,,,358500,Apartment,Apartment,,Good,,8470 Gistel,Hyper equipped,,,,,No,3,,12
https://www.immoweb.be/en/classified/apartment/for-sale/gistel/8470/20248429,,,365000,Apartment,Apartment,,Good,,8470 Gistel,Hyper equipped,,,,,No,3,,13
https://www.immoweb.be/en/classified/apartment/for-sale/evergem/9940/20248223,,,396800,Apartment,Apartment,,,,9940 Evergem,,,Yes,,,No,3,,
https://www.immoweb.be/en/classified/duplex/for-sale/bredene/8450/20265026,,,172000,Duplex,Duplex,,Good,,8450 Bredene,Installed,,,,,No,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/eeklo/9900/20265183,,,185000,Apartment,Apartment,,Just renovated,,9900 Eeklo,,,Yes,,,,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/20269000,,,199000,Apartment,Apartment,,Just renovated,,4000 LIÈGE,Semi equipped,2,,,,,3,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/huy/4500/20273740,,,115000,Flat studio,Flat studio,,Good,,4500 Huy,Semi equipped,2,,,,No,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/bertrix/6880/20258894,,,115000,Apartment,Apartment,,As new,,6880 Bertrix,Installed,4,,,,No,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20221183,,,132000,Apartment,Apartment,,Good,,8370 Blankenberge,,,,,,,1,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/sint-jans-molenbeek/1080/20189377,,,135000,Flat studio,Flat studio,,To renovate,,1080 Sint-Jans-Molenbeek,Semi equipped,2,,,,,1,,8
https://www.immoweb.be/en/classified/kot/for-sale/gent/9000/20266251,50,,160000,Kot,Kot,,Good,,9000 Gent,Installed,2,,,,No,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/middelkerke/8430/20279074,,,169000,Apartment,Apartment,,As new,,8430 Middelkerke,Installed,2,,,,No,,,16
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20264851,,,180000,Apartment,Apartment,,Good,,1070 Anderlecht,,2,,,,No,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/20275400,,,199000,Apartment,Apartment,,Good,,1080 Molenbeek-saint-jean,Installed,2,,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20266252,50,,199000,Apartment,Apartment,,Good,,9000 Gent,Installed,2,,,,No,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20273430,,,210000,Apartment,Apartment,,To renovate,,1030 Schaerbeek,Not installed,2,Yes,,,No,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20192706,,,210000,Apartment,Apartment,,To renovate,,1030 Schaerbeek,Not installed,2,Yes,,,No,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20273661,,,219000,Apartment,Apartment,,Good,,8400 Oostende,Installed,2,,,,No,1,,13
https://www.immoweb.be/en/classified/apartment/for-sale/ieper/8900/20283957,,,229000,Apartment,Apartment,,Good,,8900 Ieper,Installed,3,,,,No,2,,4
https://www.immoweb.be/en/classified/ground-floor/for-sale/ganshoren/1083/20275568,70,,249000,Ground floor,Ground floor,,To renovate,,1083 Ganshoren,,2,,,,,1,,40
https://www.immoweb.be/en/classified/apartment/for-sale/laeken/1020/20271322,,,250000,Apartment,Apartment,,To be done up,,1020 Laeken,Installed,2,,,,No,2,,3
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20263931,,,250000,Apartment,Apartment,,To be done up,,,Installed,2,,,,No,2,,17
https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/20270933,,,265000,Apartment,Apartment,,As new,,1140 Evere,,4,,,,No,2,,8
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20252382,,,280000,Apartment,Apartment,,Good,,1200 Woluwe-Saint-Lambert,Installed,2,,,,No,2,,10
https://www.immoweb.be/en/classified/apartment/for-sale/zaventem-sint-stevens-woluwe/1932/20210133,,,280000,Apartment,Apartment,,Good,,1932 Zaventem Sint-Stevens-Woluwe,Installed,2,,,,No,2,,10
https://www.immoweb.be/en/classified/apartment/for-sale/gistel/8470/20276379,,,299000,Apartment,Apartment,,Good,,8470 Gistel,Installed,2,,,,No,4,,8
https://www.immoweb.be/en/classified/apartment/for-sale/wetteren/9230/20243756,,,320000,Apartment,Apartment,,Good,,9230 Wetteren,Installed,4,,,,No,2,,54
https://www.immoweb.be/en/classified/duplex/for-sale/saint-josse-ten-noode/1210/20234359,,,350000,Duplex,Duplex,,Good,,1210 Saint-Josse-ten-Noode,Hyper equipped,3,,,,No,3,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20244964,,,357000,Apartment,Apartment,,Just renovated,,2000 Antwerpen,,2,Yes,,,,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-linkeroever/2050/20153850,,,359000,Apartment,Apartment,,As new,,2050 Antwerpen Linkeroever,Installed,3,,,,No,3,,6
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20203711,,,365000,Apartment,Apartment,,As new,,1070 Anderlecht,Installed,2,,,,No,2,,16
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20237220,,,429000,Apartment,Apartment,,Good,,2000 Antwerpen,,3,,,,No,3,,
https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20268010,,,440000,Apartment,Apartment,,Good,,1000 Brussel,Installed,4,,,,No,3,,2
https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20179665,,,449000,Apartment,Apartment,,Good,,1000 Brussel,Hyper equipped,3,,,,No,2,,14
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20281805,,,599000,Apartment,Apartment,,Good,,1000 Bruxelles,Hyper equipped,2,,,,,2,,45
